Content,Role,Predicted Label
"I have no idea. I’m lucky to have my whole family here—I thank God every day for allowing us to…despite the separations and all the questions, and all that, we are still alive, we are still together. But we have relatives in Rwanda. Of my two grandmothers, the younger sister of the grandmother who died, is still alive; she is still in Rwanda. They are people who…when I was living in Burundi, I spent time with the two families: my aunts on my mother’s side and my two grandmothers on my father’s side, so I know them very, very well. My heart is in Rwanda, I don’t know why that is. I have relatives there, but we’re not very close—I have that grandmother, I have a cousin whom I met in 2007 and whom I liked, we got along very well, we really clicked. I phone people in Rwanda about once a month, just to hear from them, to ask how they’re doing and if we can do anything from here, things like that. I keep in touch with some people in Rwanda.",Interviewee,Tension
"Apart from Rwanda, can you imagine living in Montreal for the rest of your life?",Interviewer,-
[smiles] Montreal is home.,Interviewee,No Tension
"So, we can also say that you’ve gotten to know the city and made it your own? Would you say that you feel more at home in Montreal than in Rwanda? Or [inaudible] is there always in Rwanda this void within you, which makes you want to get to know Rwanda better? How do you find a balance between these two, Montreal and Rwanda?",Interviewer,-
"This is a very good question that you’re asking me. I’ve never really thought about it in this way, but when I see myself in ten, twenty, thirty, forty years, I see myself in Montreal. I grew up in Montreal, I encountered the first difficult moments of my life in Montreal, and bad decisions also in Montreal. Everyone who’s grown up in Africa is familiar with the period of the boarding schools and those difficult moments—they have lived through that in Rwanda or in Africa. I encountered difficult moments here. In my teenage years…I arrived here at 13, so I lived my teenage years in Montreal: all my bad decisions, sad moments, my this and my that, my references, it all happened in Montreal. I have good memories from Africa, but for me, Montreal is home, I feel very comfortable in Montreal. By the way, my parents moved away two years ago, they don’t live in Montreal anymore. And I can’t leave, I can’t bring myself to wanting to settle where they are now—not because I don’t want to, but because…and it just so happened that I haven’t had yet the chance to visit them. My other sisters have left. I don’t see myself living anywhere else, but in Montreal. I feel good in Montreal.",Interviewee,No Tension
Did your parents return to Rwanda?,Interviewer,-
"No, they live in Calgary now.",Interviewee,No Tension
"So, you really see your life in Montreal: having a family here, maybe children too?",Interviewer,-
Yes.,Interviewee,No Tension
What would you tell them about Rwanda?,Interviewer,-
To my children?,Interviewee,No Tension
Yes.,Interviewer,-
"Good things, good things. Despite the tragedy that occurred in Rwanda, Dad never taught us these things, in the sense that he never showed us the political differences. Dad never talked about politics at home. By the way, it was only after the genocide that we found out that we were Tutsi. That’s really…maybe this saved our lives in Burundi—we were friends with both Hutus and Tutsis because we had no…it was completely natural. Sometimes the Tutsi children would see us with the Hutus and would insult us, and our Hutu friends defended us—but we didn’t know why. We thought these were just small cliques, jealous of each other. At home, Dad never told us, “You are Tutsi, you are Hutu.” When we asked him—because sometimes our friends at school would ask us questions—Dad would say, “Well, you are Rwandan, what more is there to know? What do you want me to say? You’re Rwandan.” These are not the kind of things I would like to teach my children. It exists, and my children must know what it is, no matter what. However, it isn’t something that I want to emphasize either, and I think that I don’t like talking about politics, after all. Many questions surround this topic. My parents weren’t too involved in this and so they aren’t in the best position to shed light on this for me. I’ve looked for some answers on my own, trying to understand and everything, but it’s better not to fully understand some things in order to avoid being hurt even more, or to avoid creating ideas in your head. What happened? Why? Nobody knows why. And this has so destroyed the community that I don’t want my kids to grow up with it too. So, I will tell them about Rwanda, about peace, fraternity, sharing, culture, food, [traditional] clothing, things like that. I’ll tell them about our home, but I’m not going to tell them about…I won’t place too much emphasis on these things.",Interviewee,Tension
"Exactly, maybe we haven’t talked about that… If we go back a bit, you’re talking about the genocide—would you have wanted to know [inaudible] what happened then? Did you find out after? Or how did you experience all this?",Interviewer,-
"When it happened, we were in Burundi with my aunts, and they protected us. We didn’t listen to the radio. Especially in 1992, while Mom was arriving in Canada, we didn’t have any news from Dad for six months and my aunts were worried that Dad had died during that time. We listened to the radio anyway, secretly, during the night. We knew the situation in Rwanda was very bad, and I remember that I prayed and that I said to God, “I don’t care what you give me or don’t give me, I want my dad to be alive.” Six months later, when Dad arrived [in Burundi], he had changed so much: he had lost weight, he had a beard and everything, and I didn’t recognize my father, I had hard time recognizing him. He arrived and said, “Oh, my daughter!” and I was, like, “Who are you?” Dad spent, like, a week sleeping, maybe because he had seen things, maybe from the exhaustion of the difficult time he had had, and all that. We didn’t know under what circumstances he had arrived in Burundi—he never told us that. I think I got lost in the question, excuse me…",Interviewee,Tension
"You still answered the question by saying a little bit about how you lived through it all, so even if you weren’t there, you still…",Interviewer,-
"Yes, we went through it somehow, yes.",Interviewee,Tension
"So, we were talking about the genocide in 1994, you were telling us that you were in Burundi, but you were worried about your father who was still in Rwanda, you didn’t know whether he was still alive, and you prayed for him. Can you tell us about this period—what was that period like for you, even if you were in Burundi, nevertheless, it must have had a great impact on your life?",Interviewer,-
"Yes, it affected us, especially Dad, because we associated the genocide more directly with Dad. We didn’t even know if it was a genocide or not. Of all of us—Dad, Mom and the kids—Dad was the only one who remained in Rwanda. So, we were very worried when Dad arrived. I remember he was so exhausted, but he didn’t want to talk about it, he didn’t want to talk about it at all. We were too young, and he didn’t want to traumatize us, but I think he had seen some quite disturbing things, even if it was 1992, he had seen some quite traumatic things. And I remember that when we were living in Burundi with the aunts on my mother’s side, my mom’s sisters, and before Dad arrived, the same thing happened in Burundi. And when the same thing happened, we had to flee, because our house was in Kigwati. We had a house there, and I remember that it was the Hutus who traumatized the Tutsis. Well, it was the Hutus, the Tutsis, but also the Rwandans. The Burundian Hutus and Tutsis traumatized the Rwandan immigrants. And I remember when my aunt had…we were in the house where my father had lived in Burundi, before I was born. It was a really large house, very imposing, you could see it from a distance. There was like a path that led to the house, but over time, the Burundians had built and built around it, narrowing the street, leaving just a small space that you had to go through almost by turning sideways—they did it maybe because they wanted us to leave. And I remember that during that time we were forced to flee, because they said that they were going to burn down the house that night, in Burundi. A neighbour and an uncle—or, rather, one of my mom’s cousins—came to pick us up in a big truck, like an army truck, which at the time served for moving and transporting goods. They came to pick us up and we had to wear green clothes, because that was the colour of the ruling party, so we had to dress in green. It was late at night—it really was a dark period. We did it because everyone else was doing it, but we didn’t know what it meant. So, we had to do this gesture through the car windows [shows a closed fist in the air], because that was their patriotic sign—we had to do that to be able to cross through the city—we were going from Kigwati to Cibitoke; it was still a good ten-minute drive. And we could see people outside throwing rocks at houses, burning houses, shouting, and they had sticks and all that. Yet the neighbourhood where we were living was still relatively calm, we didn’t experience these things. Once we were on our way, many things happened—shouting, things like that. We could hear screams and noises, and there were fires everywhere we could see. We arrived in Cibitoke, we stayed in a small room in my uncle’s house. It was myself, my little sister, my aunt, her two daughters, and my other aunt with her boy, and my grandmother who were there. My father wasn’t with us. He had gone to stay with his two aunts, because we had to separate from us to prevent anything from happening to us. Shortly after that, we moved to another place, which was a little quieter. But the situation in Burundi was still very unstable during that time. We also experienced the genocide, although in a different way; we weren’t in Rwanda. Later, when we arrived in Canada, Dad returned to Rwanda—we arrived in 1995, in March, I think, and my dad returned to Rwanda in December to see if his father was still alive and to see what was left of his house. My Dad’s family lived in Butare and when he got there, the house was ransacked—there was no roof, no windows, no doors. A real desert. There were dead bodies everywhere, and all that. He went to his house and where did he find his dad? He had been killed. He picked up the small bones…the other things he found, and he was able to bury his dad. I don’t have many memories of my grandfather because I only saw him during a short period of time—I just remember his face and the picture we had of him at home. Dad lost almost his whole family during the genocide. They hadn’t wanted to go to the city, they wanted to stay in the country because they lived on a vast plot of land—the grandparents had a lot of land. These uncles, I didn’t know them very well either—I only know Dad’s half-brother and his half-sister who were in Burundi with him. But the closest relatives—Dad really lost his family. And Mom lost uncles, cousins, nieces, nephews. It did affect us: knowing that there are people in the photo album that you can’t count among us anymore and that these people now only represent memories. It’s hard, and it was especially hard to mourn the people we had seen, that we had met in person, that we had memories with. Especially when you can’t know why, when you can’t understand what happened. So, I think that the genocide has affected every Rwandan in one way or another; everyone has lost someone: a friend, a colleague, a family friend, a close friend, a relative, or a whole family. I think that everyone has experienced the genocide in some way, even those who haven’t lost loved ones, have nevertheless lost a relative.",Interviewee,No Tension
"It was also harder for you because you were in Burundi and at the same time something was already underway, so…",Interviewer,-
"Yes, but fortunately we didn’t see dead bodies, we didn’t see mutilations, we didn’t see atrocious things. Nothing happens for no reason—I can say that nothing happens without a reason. We could have been in Rwanda, we could have been killed. Later on, a neighbour told my father, “You were the first ones on the list. My house was the first on the list, yours was the second, and I was the leader who was supposed to cut people down. And you were first on the list.” Just hearing that, you don’t know what to say to life. You don’t know what to say to life. You just say “thank you,” because when I left for Burundi in 1990, that summer, things were beginning to happen. They arrested Dad, things like that, unfairly, and the gentleman said to Dad, “You wouldn’t have survived a month in Rwanda with your family.” So, if you’re a believer, you say, “Thank you, but why did you do this? But thank you anyway.” We didn’t deserve to be alive more than anyone else, but we are thankful to the Lord, and we try to be grateful to others in our lives. Many close friends, many relatives that we see every day have experienced traumatic moments, and they tell us about it. That reminds us again that we almost died.",Interviewee,Tension
"Even if [inaudible], it’s still quite moving. In conclusion, is there anything else you would like to add? Is there, maybe, an aspect [of the conversation] that you felt we could have touched on more?",Interviewer,-
"No, I think we covered it all, I think we covered it all. Thank you.",Interviewee,Tension
"Telling our life story is not something we do every day. Have you done this before? Do you tell your story often? And do you talk openly about it, as you did during this interview?",Interviewer,-
"This is the first time I kind of talk about it as a story, openly like that, yes, this is the first time. Sometimes we share little anecdotes, but in the family I don’t think there has been much room to talk about that, because we knew that Dad had lived through some very, very, very difficult moments, and perhaps we were waiting for the moment when he himself could bring it up. We never wanted to press on about what happened, or anything like that, especially since we weren’t there. Other people were telling us their stories. You know, if you weren’t physically present there during the genocide—like us, we were outside of the country—you keep thinking that you haven’t suffered, you keep thinking that your story is not important. And I remember that…by meeting with the people involved in this project, I am realizing that every person’s story is important. I wasn’t there when it happened, but our moving away was a result of these things. Talking about it allows you to understand that you have also lived through it in your own way. It allows you to express things, the unspoken things, or to just put things into words. We usually don’t stop and say, “Oh, I did this, I did that.” It can depend on a question that someone might ask you, and which then allows you to open up. And sometimes by telling your story, you realize that…I personally now realize things I hadn’t felt before. The emotion I now feel, this emotion, I didn’t know what had happened, and by telling the story, it opens up things, it becomes more clear to me. So, this is the first time I’ve told my story in this way and I think that this is the right setting for those of us who have experienced this situation to be able to talk about it, to verbalize our emotions.",Interviewee,Tension
You have really managed to understand the emotions one feels and to understand these stories.,Interviewer,-
"Absolutely, absolutely. Thank you to the project, because it’s…anyway, for me, personally, I feel that my story, no matter how big or small it may seem…every story is a story—big or small, it is still a story. Thanks to this project I realized that I too have something to say, in the sense that I think that every Rwandan has lived through this event in their own way. So, by just talking about it, you allow others to reflect on each person’s story. It helps to inform people about all aspects of what happened, like a broken mirror: everyone can look into the broken mirror, but each one of us will see a different object in each piece. So, everyone’s story becomes, like, a puzzle that completes the story of what happened in Rwanda.",Interviewee,Tension
Thank you. End of the interview,Interviewer,-
,Interviewee,No Tension
