Content,Role,Predicted Label
"So, given my attitude—I was very critical and I didn’t want to play the same game as other professors who were really pandering to the regime. The President’s brother was teaching at the Faculty of Medicine and I still remember that many of my colleagues [indistinct] to get on his good side, and every time I saw him when we went out for a beer, I used the opportunity to criticize him and denounce his brother’s policies. I was behaving like an academic should, like what I was used to doing in Belgium and I think that in a way, I was telling him: “Listen, Séraphin … when you consider … you are an academic, when you consider everything that’s happening in this country and there are journalists and people who write about our country—you have to give good advice to your brother.” Some things are unacceptable. For example, when professors in a university like this one can go as far as be afraid even of a driver[?], be afraid of their students, it’s shameful.” And I think that because I was saying out loud what I was thinking, people were looking at me as a sort of a court jester. That guy wasn’t stupid. And I think maybe he understood that it was better to know the truth directly instead of receiving false praise. I was never scared of Séraphin. Especially since I said to myself that I have nothing to lose, after all. I didn’t have any material possessions, I didn’t have properties, I had absolutely nothing. I only had my job, which I liked, and that was all. But at the same time, I knew that I couldn’t really hope to obtain a grant. Still, in 1980, in the early 1980s, the Canadian delegation arrived to select the fellows. They were awarding grants. Most of us, professors, we had master's degrees, but not doctorates, and after teaching for two-three years, we could get a grant to come to Canada. I wasn’t eligible because I was in the social sciences. Those who were eligible for a doctorate were in science, agricultural science, in the faculty of biology, but I was in the social sciences. It was no longer a priority for Canada and that's why my position was the first one to be rwandanized. But I had a very good relationship with my Canadian colleagues with whom I spent more of my free time than with my Rwandan colleagues. At Hotel Ibis or Hotel Faucon, where people usually went for drinks, I was there more often with my Canadian friends, my Canadian colleagues than with other Rwandans, because Rwandans always talked about politics and I couldn’t control what I was saying, because I was too critical of the regime. So I was thinking that it’s better to avoid socializing with Rwandans. I was much more at ease expressing my views in the company of Canadians. So the Canadian delegation was there to select fellows and then the dean of my faculty, who was a good friend of mine, asked the members of the delegation  if he could still put my name on the list of people to consider. They said, “Look, he's not in science—we'll place him on the list, but his application is not a priority.” So it was like telling me not to get my hopes up, I won’t get the grant. So it was around the time of the holidays, in 1980, and we were supposed to have left, the fellows were supposed to have left in September to come to Canada. When the holidays came, I said to my wife and children, “We are going to Kinshasa. We’ll go on vacation to visit the grandparents because if I ever have a chance to go to Canada, we won’t be able to come back because it’s too far. I wouldn’t have enough money to pay for the plane ticket for [inaudible, scrambled recording] ..., little children.” All the other fellows, grant candidates, said to me: “Are you mad? If ever you have a slight chance to get the grant you have to stay here so that they can process your application. You have to go to the ministry, you have to go to your administrative district, you have to be there to move your file forward.” But I was thinking that the best way to take care of my file is actually to stay away, so that they don’t think of me, that they don’t know that my name is on the list. So I did it on purpose. I thought that if I had a slight chance to go to Canada, the intelligence service agents shouldn’t be aware that my name was on the list. So I left for Kinshasa with my wife and children [inaudible, scrambled recording] and by mid-August, I went to the Canadian embassy in Kinshasa to pay a courtesy call to the ambassador. One of my former colleagues was already working there, and when the ambassador learned that a professor from the NUR [the National University of Rwanda] was there, he asked me to go into his office and said: “Listen, [inaudible, scrambled recording] ... and it's too late to send via diplomatic bag. Could you bring on my behalf to the minister of education the envelope that I'm going to give you?” I said: “Yes, no problem.” So that's how I ended up carrying the diplomatic bag [laughs]. I don’t think these kinds of things would be done now, but in the 1980s a lot of things were done this way. I asked the ambassador: “Can you tell me the names of the grant recipients?” Yes, he read the list of people and all my colleagues’ names were on it and by chance my name was also on the list. So I was really happy, I brought the envelope, I asked for a meeting with the minister of education [inaudible, scrambled recording] ..., “I bring diplomatic mail for the minister and the ambassador asked me to hand it to him in person, not to his secretary, not to anyone else, but to the minister himself. If he's not there, I'll come back.” So finally they said I could see the minister, he was there [inaudible, scrambled recording] and I said, “Mr. Minister I was just in Kinshasa, I have the list of fellows going to Canada and the ambassador showed me that my name is also on the list. So to avoid too many complicated steps, I normally have to come here and ask your permission [inaudible, scrambled recording].” He couldn’t refuse. He gave me the papers and right away I went to the administrative district, they immediately filled out the papers for me, then I went to immigration and handed them the documents. Of course, the people who worked there were my former students, [inaudible, scrambled recording]. I said, “I know you.” He said, “Yes, I was your student.” “Oh, you work here now?” “Yes, you failed me.” [laughs]. So I thought, “Forget it, I have no chance.” Finally, two weeks later I had the passport, I never understood [laughs] what happened. I jumped on the plane and I came here.",Interviewee,Tension
"In any case, your trip to Kinshasa was opportune.",Interviewer,-
"Absolutely. By the way, two of my colleagues who had stayed in Rwanda to process their files, unfortunately were not able to come. They were too conspicuous by their presence. I think that's the reason why.",Interviewee,Tension
"You were very lucky. So you arrived, you came here, how did the process of adaptation go?",Interviewer,-
"Oh, it went very well. I think what made it easy was my experience in Belgium and the fact that I had traveled a lot before. I arrived at the airport [inaudible, scrambled recording], I looked at the list of housing for rent, and there were weekly rentals. I phoned one apartment [inaudible, scrambled recording] right away and then [after renting the apartment] I went next door to Provigo, I bought groceries and that night we had dinner at home. I didn’t spend a single night at a hotel and the following week I took the time to look for a less expensive apartment and a week later I was at the university, at UQAM, where I started my PhD. I adapted very quickly, without any problems.",Interviewee,Tension
In which university?,Interviewer,-
At the Université du Québec à Montréal.,Interviewee,No Tension
"I imagine that here you’ve met other Rwandans or ... the Rwandan community [inaudible, scrambled recording]. How did that go?",Interviewer,-
"I don’t remember ... there weren’t many Rwandans at the time. Those who came were my former students who were grant recipients. Many of my former students received grants and came here. And because they were my former students, the age difference and my status as their teacher made me feel very comfortable socializing with the young people I had taught. So I was with my family and my children. Once again, just like in Belgium, I avoided socializing with my compatriots [inaudible, scrambled recording]. Rather, I became friends with my university colleagues and expanded my social network by having more Québécois friends rather than Rwandans.",Interviewee,No Tension
So how long have you been here now?,Interviewer,-
It's been 31 years.,Interviewee,No Tension
You’ve been a Québécois for 31 years.,Interviewer,-
Yes [smiles].,Interviewee,No Tension
"So at some point you finished your studies, did you start working? How did it happen, getting a job after graduation?",Interviewer,-
"It was a very difficult time, but at the same time I’ve always been very lucky in my life. Maybe I was born under a lucky star. One of my old friends, a colleague from the National University of Rwanda, we came to Canada at the same time, and he was program director at the Université de Montréal. We had taught together in Rwanda, and at one point he was recruiting lecturers, he knew the courses I had taught and that I had the skills for that, so he hired me as a lecturer at the Université de Montréal barely three months after my arrival. So I started teaching as a lecturer at the Université de Montréal. Also, I was invited to CIDA’s pre-departure sessions in Ottawa. When Canadian aid workers were about to leave for Africa, they received training in preparation for their travel, to get to know the country, to get to know the customs, etc. So CIDA would call in resource persons [to brief the aid workers]. There weren’t too many of us at the time, resource people from Africa, and in those years there were still a lot of aid workers going to Rwanda. So they phoned the university and learned that there was a Rwandan working there. They were looking for a resource person for the aid workers going to Rwanda and I got a small contract to go and talk to people. There was no special preparation. I was to talk to them about the political system, the social, religious, educational systems, and so on. But the person who ran the program at CIDA at that time saw that I had good knowledge, that I had a lot of experience and he offered me to be not the resource person briefing the aid workers, but to give pre-departure training workshops. There already was a small team of resource persons who were giving workshops for people going abroad. So because of my background in psychology and in anthropology, I was hired as a resource person at that time at CIDA. So I started working at CIDA. I had at least one contract a month because there were regular pre-departure sessions for aid workers who were leaving; so once a month I had at least one pre-departure session, and it was very well paid. Later, when my grant got cut for political reasons, the one day that I was working at CIDA was enough to pay for my rent and food—modestly, but I never had the slightest problem paying my rent or buying food. Because of a single day of work—I did my job well, I was well-respected, I had very good evaluations, so I kept this job for years.",Interviewee,Tension
You said that your grant got cut for political reasons?,Interviewer,-
"Because I was very critical, at one point I think it got to be a little too much. One day, the embassy summoned us to Ottawa because they intended to form units. A unit ... like the units in Rwanda, political units, here in Canada as well. So we were called to Ottawa, all the students—an important meeting to which all the students were obliged to go because if you didn’t go—and since it’s basically the Rwandan government that pays your grant—actually, it’s not the Rwandan government that pays your grant, but that negotiated your grant—it was very frowned upon. So I went. I didn’t really know what it was going to be and the ambassador told us that we were going to form units, political units here, a unit of the [inaudible, scrambled recording] and that’s why they had summoned us, so [inaudible, scrambled recording], and so on. And I said, “No, it’s out of the question. It’s an aberration.” And I firmly opposed that during the meeting. I gave my reasons, I said, “Look, we already have too many problems, there already is too much tension between us Rwandans. We don’t talk about it here[?]. But at the same time, we are lucky to be abroad and for once to be able to say what we want. And some of us are in political science, others are in psychology, sociology, in disciplines where we are being asked to speak up our mind, to say what we think and now you’re making up these units that will [inaudible, scrambled recording].” In any case, I said, “I personally am completely against this and I think it's stupefying, I think that it shouldn’t be imposed on students studying abroad. Those who want to, when they go back to Rwanda, are free to join the National Republican Movement for Democracy and Development (NRMDD), to wear the movement’s uniforms and so on, to wear the little medals that they were already distributing, but here I think it’s not doing any service to the students.” And what happened then was people were afraid to approach me during the dinner we were later served—I don’t remember in which hotel—nobody dared come close to me. People avoided me. It was as though they were saying, “That guy is dangerous, he's crazy. If they see us next to him, they’ll think we share the same views and the same ideas as him.” As it happens, when the minister of education visited six months later, I learned that my grant had been cut. Why? The ambassador explained that it was because of my pride. When you say … when you say of a Rwandan that he is proud, it really means that he is insolent, ungrateful, someone who is contemptuous—that sort of thing. So the minister told me that there were bad reports against me, that I was someone who had an evil spirit, that I was a bad citizen, that I was ungrateful to the country that had given me the chance to come here and that, as a consequence, they were ending my grant. And I said to the minister: ""Look, yes, you awarded me the grant, I'm the one who goes to the library, I work, I study and what I said at the embassy, ​​I was expressing my thoughts.” The minister—whom I knew well because he was a former friend from my university years in Belgium, we knew each other there too—I said, “Look,”—his name was Charles—I said, “Charles, I'm sorry, but do your homework and I’ll do mine. You can end my grant”—it didn’t matter much to me. In fact, it suited me that they would cut the grant. Why did it suit me? Because at that point, I was divorced and my wife had already been granted refugee status here with the children. She had obtained this status while I was in Rwanda doing fieldwork. So when I came back to Canada, I learned that I was separated, that my children already had a special status, and as a former CIDA fellow, I had to go back home after graduation. But as my scholarship had been cut, I considered that I no longer had ties to Rwanda. The country had reneged on me, I had been blacklisted and therefore I had nothing to do with the country anymore. So I stayed here, almost in a limbo. Luckily, I was teaching at the Université de Montréal and afterwards at UQAM because I was a good teacher and I had mastered the subject and I had good evaluations from CIDA. So CIDA ends my grant, but at the same time I get hired at another department at CIDA [laughs]. Luckily, these departments do not communicate well with each other. So finally I was able to continue working like this until I submitted my thesis, and I got a job almost immediately after I submitted it.",Interviewee,Tension
"So, several things happened almost at the same time: the separation, the end of the grant, and I guess it was then that you decided: “I'm staying here, I'm going to make a living here in Canada”?",Interviewer,-
"Yes, I didn’t have a choice because the situation—as it often happens when people divorce—the relationship with my ex was very tense, the communication was really bad. She obtained a refugee status at the time when I was outside of the country and, in fact, I don’t know what she had said about me at the immigration office. When I left for Rwanda my file at the immigration office was small like this [shows “small” with his hands] and when I came back my file was like this [shows “big”]. Every time I went to the immigration office and they saw my name, they would send me back. They were waiting for me to submit my thesis so that they could kick me out of Canada. When I understood that, I said, “Well, I won’t submit the thesis.” So I dragged it on. The problem was that ... to renew my student status it was necessary to prove every year that I had enough money to live for a year, to be able to extend the contract. And because of this little job I had with CIDA, I had managed to save money, to put a certain amount of money in my account, and regularly made deposits at the bank, and I showed to immigration the photocopy proving that I have money in the bank. So they had no choice but to renew my visa. So I started the immigration process. At the time we had to—and I think that even now it's still the same—you had to apply for an immigrant status from outside of Canada. So I went to New York. The file was not moving forward. Every time I inquired, I was told there was some kind of a problem in Montreal. And when I came back to Montreal, nobody at the immigration office wanted to look at me. I was really discouraged and I felt really depressed. I didn’t understand what was happening. Then, by chance, one of my former Canadian colleagues from the National University of Rwanda, to whom I told my troubles, told me that one of his friends worked in the immigration office. He gave me a little note and I went to see this person at the Quebec immigration office. The person received me well and gave me a little note and said: “Go to the Quebec consulate in New York, to the Quebec delegation in New York, you will see the person in charge with this note, we will try to unblock your file.” I went there, and then everything got resolved just like that, in less than a year I finally got the famous documents [smiles] of a landed immigrant. And when I got them—I remember, it was December 17th when I went to get the papers in New York—I got the status. When I arrived there I wrote the conclusion of my thesis and I submitted it. At last I was safe.",Interviewee,Tension
"It's been a long process, a lot of emotions, a lot has happened.",Interviewer,-
"Yes, absolutely.",Interviewee,No Tension
"Can you tell us, from that moment on, did you start working on a regular basis?",Interviewer,-
"Yes, at that time they wanted to hire me at CIDA since I had a long ... a lot of experience, so they actually wanted to hire me [inaudible, scrambled recording], but the job ... even though I loved the work, but I could just see myself becoming a civil servant and doing things that didn’t correspond to what I had ... I thought, “Well, I didn’t do a PhD just to become a civil servant, to manage development projects when that's not my expertise.” And I hesitated. And they insisted, they said, “You have to sign the contract so we can hire you,” and I said: “Give me three more weeks.” They did and I used that time to think. Three weeks passed: “Will you sign or not?” I said, “Give me three more weeks,” and they gave me three more weeks. So finally they understood that I wasn’t interested. Why did I do that? Because I had seen a job posting for a teaching position in my field at the Université du Québec à Trois-Rivières. So I said, “I'll try my luck.” I was really naïve. I thought that seeing a newspaper ad for a job and applying for it, that I would ... that I would be hired. I hung on to that thought and while my application was reviewed in Trois-Rivières, the people at CIDA were becoming impatient and didn’t want to wait any longer. They said, “Look, it’s clear that you don’t want this position so we’ll give it to someone else.” I said, “Okay, give it to someone else.” So I clung to that slight chance that maybe I will get the job in Trois-Rivières. So finally, I was called for an interview in Trois-Rivières. In the 1980s, the universities were not hiring. They weren’t recruiting much and I learned that 15 candidates had applied for that position. What happened was that I got the job [surprised look]. The salary was half of what I would have received at CIDA. I knew that because I had seen the work contract for the position. But I was so happy to finally be able to say that I’m working in my field and also because earning a lot of money as a civil servant, but doing a job I didn’t like—no, I wouldn’t have been happy with that at all. I knew a lot of government workers, many friends at CIDA with whom I went for a beer and with whom we chatted, and many of them had a very complicated personal life. They had serious personal problems and I didn’t want that to happen to me too. I really wanted to have a career that I like. I’ve always liked teaching and research, so I was very happy. To me, to be welcomed in Trois-Rivières was like a blessing.",Interviewee,Tension
And that's where you've been since?,Interviewer,-
Yes.,Interviewee,No Tension
"Talk about ... I don’t want to say the setbacks, but the whole process you've gone through to get that famous landed immigrant status. I guess that here in Montreal or in Quebec many people often find themselves in this situation and you, as a psychologist, I imagine that you’ve met a few people—I don’t know if that’s the case—but I assume that you are the right ..., you are in a position to help people who are in a similar situation?",Interviewer,-
"I am available to help, that’s for sure. In fact, on many occasions, when people were going through a tough time, I was available to help, to encourage them to get through those difficult times, help them get through this process and, especially, to tell them, “Don’t be discouraged.” One thing I always tell immigrants is: “We decide to immigrate for a reason. We leave behind much more difficult conditions of living and when we arrive here, it’s not always easy either. But even if it’s difficult, I always say, think about your children. Think about the next generation.” The first generation is the one that has to make sacrifices in the name of the generations to come. All the better if in some cases, as in my case, exceptionally, you can be lucky and get a job in your field of work, but I tell people, “Don’t expect that you will necessarily work in your field. That can be difficult. And even if it doesn’t happen, if you don’t get a job in your field of work, don’t despair, think about your children, because if you help them, if you are strong, if you don’t get discouraged, your children will have a much better chance to find what is good for them.” That’s really my message. I know, there are people who are doctors, engineers and here they have to work in a convenience store or as taxi drivers, but the important thing is to say to yourself, “I’m doing this for my children. At least I live in a free country”—because you can live in your country and … A lot of research was done in the early 1990s with teenagers from different countries, and I remember one of the interviews we did was with a gentleman who was … who used to be university president. At an university in the Middle East. He was university president and what was his job here? He worked in a convenience store. But he had remained the same gentleman, the same individual. The fact that he was working in a convenience store wasn’t the problem. He said, “I live in a free world and I work for my children. I earn my living honorably.” He recounted the life he’d had in his country, as university president—it was horrible, to always have to bow down to the police, to the secret service and to know that at any moment all kinds of problems can befall you. And now he was living in a free world and I think it's the same thing ... My hope, of course, is that the host society will make an effort to really integrate immigrants because, on the one hand, many immigrants are accepted here, thousands every year, but on the other hand, we don’t really make a big effort to integrate them, whereas immigrants are among the most educated people in Quebec. That's a shame, I think, it truly is unfortunate, because many resources are left unused in this way.",Interviewee,Tension
"And ever since you came to Quebec—it’s been a long time since you left your country even if you went back to visit last year. Since you left, many things have happened in Rwanda, your country of origin—there was a war and then a genocide, and then [inaudible]. I would think that even from a distance, you couldn’t have remained unmoved by these events. I don’t know if you wish to share what you felt at that time.",Interviewer,-
"Yes, it’s … certainly the tragedy and the drama of the genocide that our country experienced has shaken not only all Rwandans, any good Rwandan citizen, but also all citizens of the world, because, as they say, a genocide is a crime against humanity, it strikes at the very psychological integrity of every individual because it’s an utterly barbaric act. In fact, I can look back and say that what happened …, the genocide in particular—because you mentioned the war—yes, the war of 1990. When the war broke out in 1990, my father had passed away three weeks earlier. My father died in the beginning of September and when I learned about his death, the semester was just starting. I said, “I’ll go visit my mother in December, because, in any case, by the time it takes me to leave, he will already be buried. And the semester is starting, it’s of no use, I’ll go in December.” But I couldn’t go in December because the war started in October.   There was an attack by the Rwandan Patriotic Front (RPF) and I couldn’t go to Rwanda then. And the war went on and at one point I felt scared. My young children who hadn’t seen their grand-parents, were growing up and I thought, “What would happen if the war persists?” That’s when I thought, “I’ll bring over my mother so she can see her grand-children, since you never know what might happen.” In fact, I already had that idea, to bring both my parents to Canada, when I got the position in Trois-Rivières. Both of them—thinking that it would be a nice gift I can give them for having paid for my studies. I will show them Canada. And since I also have a training as an anthropologist, I wanted at the same time to do a little research. I wanted to see what impressions they would have of this country. I wanted to see them walking around, travelling, visiting cities and so on and just listening to them comment on what they were seeing, observing two people who had left their native village, who have never lived in a city and who are propelled in a city like Montreal. That was the project I had in mind. It didn’t become a reality, because my father passed away. But my mother came right away because I thought, “No, it’s out of the question that she might die without having seen her grand-children and without her grand-children having seen her.” So my mother came, she saw her grand-children and I showed her around. We even went to the United States to visit a friend who lives there, in the state of New York and then my mother went back to Rwanda. Two years later, in 1992, she passed and when I phoned in Rwanda, my friends told me, “Listen, stay where you are, we don’t want to have another dead body here”—because at the time, people were being killed in a haphazard fashion. They were killing people left and right, political opponents, and my friends, who more or less knew my history with the regime—even though I never officially proclaimed myself a political opponent, but I never carried the Habyarimana banner, either—nevertheless, people were aware of my political positions. So they said, “Listen, stay there, we will do the funeral rituals for your mother, and you’ll come see your younger sisters after the war—if the war ever ends.” And after that, unfortunately, what happened, happened: the tragedy that struck our country. And the fact that I couldn’t go back to see my mother, to me that was… she had just died … her child … my mother loved me very much, she spoiled me. I didn’t go back to pay my last respects to my father. And I thought to myself, “My parents passed, I live abroad, it’s strange.” I found this situation really unfair. At the same time, of course, I was aware of the risk of visiting Rwanda at that time. I thought, “It will be too dangerous.” It was very difficult for me. It was very difficult that after everything my parents have done for me I wasn’t there to do the proper rituals sending them off on their final journey. When the genocide happened—I can tell you, I’ve always thought that—considering Habyarimana’s regime—I always thought that there would be … that there would be retaliation, a continuous and systematic killing. I wasn’t surprised. I never thought that a genocide would happen. In fact, I think, many other people didn’t either—starting with the Tutsis themselves—I don’t think anyone ever imagined such a thing, or the people would have left the country because I remember that even when the killings had started in Kigali, I phoned several friends who were in Butare and I told them, “Listen, come here, it’s time to leave the country. It’s not going well. In any case, from the news we get here, it looks like things are bad.” My friends were saying, “Oh no, it’s not that bad, here in Butare all is calm, all is under control, we have a good prefect who manages things well, don’t worry,” and so on. And we were really surprised when it happened. But at the same time, when I look back, it wasn’t all that surprising. I look back to 1960, I was 9-10 years old then. My teacher was Tutsi and when they were burning the houses on the hills in front of Bunyambiriri, I remember I ran to my teacher and said, “I’m scared. Look, everywhere they are burning the houses.” And then they started burning the houses close to the school. I said, “I’m scared, what’s going to happen to us?” And he said, “Don’t be scared, this shouldn’t concern you, nothing will happen to you, be calm.” A true umubyeyi, a good parent. He knew that his time would soon come, yet he was still kind enough to calm a frightened child. Several weeks later they came, destroyed his house, massacred many of his relatives. He narrowly escaped, but they killed his sister and they killed his little sister who was in the same class as me. The memories I have from that time … I remember it was during the rainy season. It must have been April-May. The images I remember when I was 9-10 years old … it must have been in April when many of the killings happened. I was at my grand-mother’s. There weren’t many Tutsis where I lived, in my grand-mother’s village. Only Hutus. After that, of course, I found out … well, those are things that I could only know afterwards—that there weren’t any Tutsis there, only Hutus. So there were no burning houses near where I lived, because there were only Hutus, but I saw troops in the distance, people with spears, with arrows.  And I saw fire on the surrounding hills. And my grandmother told me, “Don’t move, stay here, because there is a war going on.” But a 10-year old child—try holding back a 10-year old who is also curious. And I was a very curious child. I was scared, but at the same time I was curious. And I think, at one point, she asked me to get some wood or go buy some salt, I don’t remember, but I went running to the small trading centre, which was maybe a 10-minute walk away from my house, up the hill, and that’s when I saw the troops and lines and lines of Tutsis who were going to be thrown in the Rukarara river. I hid behind a house, behind a shop and I have this image of one of my aunts coming out of her house and running towards a woman who was holding a little girl by the hand. It was a friend of my aunt’s, she hugged her, the two women hugged, and my aunt told her, “Murabeho rero” [“Goodbye”]. She had the courage—she was the only one who had the courage to hug a friend of hers who was facing death and she realized that. So I witnessed this moment and I saw elderly people, women, children, all very calm, who weren’t saying anything, who were walking as if in a religious procession, and the people who were going to be thrown in the river. I went back to the house and that’s one image … it was in 1960 … an image that I’ve remembered since then. All of those people perished. There were some stories of children who were able to escape—some by swimming, others simply by chance, clinging to a reed in the middle of the river—but most of those people are dead. It's a traumatizing scene for a 10 year-old child to see. In any case, for me it was a very traumatizing scene. I don’t remember when exactly, but I think it was after the holidays, sometime after the Christmas holidays in 1961—other massacres happened in 1961 and some of my classmates had to flee, as well as one of my teachers. They fled to the Cyanika Parish. That’s where they took refuge. They stayed at the church for weeks. They were even going to the toilet inside, because they would have been massacred if they went outside. These people were under the protection of a white missionary priest called Father De Jamblinne who saved many people in Cyanika in 1960. I remember one of my classmates—we must have been in 5th grade—I remember, after three weeks, I think, or a month, he came out of that church and came back to our class, and I felt ashamed. To see my Tutsi classmates, who for three weeks, a month or more [?], I don’t remember exactly … in that church … I didn’t know what to say. We said absolutely nothing to each other. We continued to study in the same class, later we went to the Groupe Scolaire high school, and it was the same thing there. We would learn that the family of such and such young person had been killed. He had escaped, maybe he had a brother or a sister, but we weren’t told absolutely anything. In high school, we never—not the Brothers, at the time, nor any of the teachers—it was like a taboo, we didn’t talk about what had happened in the country. It is completely strange.",Interviewee,No Tension
And there was a lot to talk about!,Interviewer,-
"There was. But the subject was taboo. My classmates and I were playing, we were playing together, and one of my classmates had a big scar on his arm and I learned that he had been thrown into a fire. His arm was completely burned. I was never able to ask the question. None of my Hutu classmates asked him the question. If he had told the story it must have been to some of his fellow Tutsis. So we were studying together in the same classroom, maybe half Hutu, half Tutsi, but it was a taboo topic. We never talked about what happened in 1960, or in 1961, or in 1963. It was a taboo topic at school. I had many friends at school. I found out later that they were Tutsi because they were killed in 1994. I could guess that some of them were Tutsi, but we were friends, their ethnicity wasn’t of concern to me, all the more because I didn’t come from one of those big and powerful Hutu families. I came from a very low-key, very poor Hutu family, nta maboko, really powerless. So, I’d say that I was much more likely to relate to those who were as powerless as I was, rather than to the powerful ones. Clearly, I was more drawn to—I felt I had more in common with several of my Tutsi classmates, rather than the Hutus. In any case, the Hutus who were quite militant and who were proclaiming their ethnicity were scaring me because I could see that they were people one should really be wary of. So for me 1960 is … when the genocide happened in 1994, I thought about those years, actually. I never forgot those years of my youth. They’re imprinted on my mind. And in 1994 when, like many Rwandans, I was watching the events unfold on TV and reading about it in the newspapers—my wife was seven months pregnant in April 1994. I could see her belly, big like that, and I was reading the horror stories happening in Rwanda—pregnant women being disemboweled—and I would look at my wife, I was reading these stories and I was thinking, “It’s not possible.” I’ve always believed in God, but now my faith had abandoned me. I was thinking, “How can God allow such things to happen?” At the time of the genocide, I challenged many religious people. I say “challenged” because I would ask them, “How can you explain the presence of God if things like this are happening? How can God sacrifice people in this way?” And after the genocide, I was even asking those survivors who were believers, who went to church, who prayed. I often asked them this question; I said, “What is the source of your faith? Do you sometimes feel abandoned by your faith? I’m asking you why does God allow things like this to happen? Whole families have been destroyed, separated. What happened?” These are just questions … without answers. I think that faith … God truly is a  mystery but these are questions that haunt me, still to this day. My son’s birth was approaching, and following the Rwandan tradition, I thought, “What name should I give to this child?” I found him a name, I called him Uzaribara: he will be the one to tell the story. His mother is Québécoise, but he has a double Rwandan-Québécois identity. Now he’s 17 years old, as are all children born during the genocide, and he is proud of his name. Last year, we went to Rwanda together. People would ask what his name is and … Habimana, and he would add Uzaribara. People were saying, “What does Uzaribara mean?” He will be the one to tell the story. Of course, the genocide, he didn’t really … on the one hand, he didn’t experience it because he was in his mother’s belly. But on the other, the genocide … he knows about it because he hears his father talk about it almost every day. He even said to me, “You live in the genocide.” Because when I talk about my research, when I talk about my publications, when I talk about … since 1994, I’ve only done research on the genocide. I abandoned the other lines of research that I was interested in and dedicated my work to studying the genocide.",Interviewee,No Tension
"Emmanuel, by revisiting the history of your country from 1960, 1994 and now, what are the emotions that stir within you?",Interviewer,-
"The emotions that stir within ... it's not sadness. It's stronger than sadness. I’ve gone through many emotions. Of course, there is the feeling of discouragement with the human race, there is the feeling of abandonment, and there are also all these baffling questions. For many years I felt a heavy burden. A feeling of shame. Shame to be a Hutu. I have to say, in the beginning, when I first arrived here in 1980, people were asking me, “Where are you from?” And I would say, “I come from Rwanda,” and people often said: “Rwanda?” [expression of ignorance] They were thinking of Angola. Rwanda was an unknown country. Nobody spoke of Rwanda. So it was often necessary to explain: “Well, it's a small country, it's in Central Africa” and people would say, “Oh, Rwanda, Burundi. That’s where the Hutus and the Tutsis are. Are you a Hutu or a Tutsi?” That’s the question that people asked me often. Obviously, for me, back then, that was hogwash [makes a gesture showing that he ignored the question]. It's a lot more complex than that. I never answered this question, if I'm Hutu or Tutsi, because I never felt Hutu. I never identified as Hutu and the fact that when I lived abroad, in Belgium, I was more a part of the Congolese community, I socialized with the Congolese, married a Congolese, had Congolese friends, I identified more as an African. I was close with intellectuals who were activists, with whom I discussed issues of postcolonialism, issues of decolonization—that was my identity. The identity of being black, of living in Belgium where black people were discriminated against and feeling that black people … whether you come from Angola, from Senegal, from wherever, you are first and foremost black. But when the genocide happened and people would ask me “are you Hutu or are you Tutsi,” I couldn’t hide anymore. I would say that I'm Hutu and that's when I started to take on this identity. Yes, I saw myself as Hutu. To be Hutu after the genocide is to be seen as the villain, to be seen as the murderer. I have accepted this identity and it’s very difficult to live with this identity, especially when you are a professor and every year you meet 150, 200, 300 students and at the beginning of each year I ask students to introduce themselves and when it's my turn to introduce myself the students always ask me, “Where are you from? What is your accent? What is your country?” I can’t simply say I'm Rwandan and this Hutu-Tutsi identity business is hogwash. I tell them I'm Rwandan and I'm Hutu. And every time when people ask me that question and when I say that I'm Hutu, some feel a little uncomfortable because in their minds a Hutu is a murderer. He’s a villain, while they see an intellectual standing in front of them. Someone who doesn’t seem to be mean, who doesn’t look like a bad guy. And they say, “It’s strange, we thought that the Hutus were the bad guys.” And then I take the time to explain, “Not all Hutus are, the story is much more complex. In fact, there are those we call moderate Hutus who also died during the genocide.” And I take the time to explain what really happened during the conflict. But to go back to your question—a feeling of sadness, a feeling of desolation and also a feeling of shame. Shame when facing my Tutsi compatriots. I live in Trois-Rivières. To this day, I’m the only Rwandan there—I think there may be one or two others that I don’t know, that I haven’t seen, but it seems that there are a few, but I live alone there. But when I come here in Montreal, obviously there is a large Rwandan community here and I have friends, I know people who are Tutsi and I felt bad meeting the Tutsis when I came here in Montreal. What would I say to them? I thought, if I tell them “I sympathize with your tragedy, with your suffering,” will they believe me? Because we are Rwandans, and we know that Rwandans can say nice things, but things they might not believe in. And I thought to myself, “I can’t express my feelings of sympathy to someone who is suffering because he will think that I’m a hypocrite.” I felt this unease, but at the same time, I thought, “This feeling of uneasiness is nothing compared to the tragedy this person has been through.” I felt really torn from the inside and even more so when I met Hutus and the Hutus thought that since I'm Hutu, they can criticize the current Tutsi regime in front of me. That really makes me mad. I’ve experienced all these mixed emotions of sadness, anger, shame for almost 10 years now.",Interviewee,No Tension
"You’ve felt different emotions because of the events in Rwanda, but are there things that have stayed with you even to this day?",Interviewer,-
