Content,Role,Predicted Label
"Ideally, the killer would admit it and he would tell us exactly what happened after we left the house, so that we know. That would be the only way. Or, if all of a sudden people who were there at the time and who know what happened—if they tell us… That would be the only way. But if the only way, really, is to find out through that person, I doubt that I would be able to do it. Not me.",Interviewee,No Tension
You never went back to Rwanda since you left?,Interviewer,-
"I did, I went back in 1997.",Interviewee,No Tension
Did you meet these people?,Interviewer,-
No.,Interviewee,No Tension
Do you think that one day you may want to meet them?,Interviewer,-
"It's a good question. I don’t know. We think we’d meet them, but meeting someone who says “No, I didn’t do that,” yet we know they have, it’s also—in any case, I am reluctant. I am not so sure. But sometimes I think to myself: “I would like to meet this person and look at him.” To be face-to-face with him, to at least ask him a few questions. But I think it would anger me more, it would make me even more—if he says, “No, I didn’t do that,” I don’t know if I could handle it. Knowing that he’s done it and that he says no, that’s what I doubt very much. I find it’s too—I think it's the highest level of viciousness. We’re not asking for much, we want to know at least where the body is so we can bury it. But to meet with someone who might know where the body is and would not say, I'm not sure that I could handle it.",Interviewee,Tension
You went back in 1997? I think you were 17 years old at the time? What was it like for you to go back?,Interviewer,-
"I lived there for a few months before going to Benin, but I think I was more—I didn’t really think about what had happened. I was trying hard to look on the bright side, to see my family that I hadn’t seen, my uncles, my aunts, my cousins… I don’t think that—I was trying not to mention it. And to this day, I’m still not sure if I would go back, I don’t know what it would be like.",Interviewee,Tension
Are you considering going back?,Interviewer,-
"Yes. But when, I don’t know.",Interviewee,Tension
"What is the motivation for you to return, what motivates you to go there again?",Interviewer,-
"Whether I like it or not, Rwanda will always remain my country. That's one thing. Two, I still have relatives there. But the other thing that I really want to do one day—and to have the courage to do—is to go, but not only to be there, but to be there in April, that would be ideal. I would like to relive that month as I lived through it in 1994. Maybe it would be a kind of therapy for me, I don’t know, but that's what I'm going to do, try to live through—to remember what I was doing every day—or at least live for a few days there during that month.",Interviewee,Tension
Revisit places?,Interviewer,-
"Visit the places, go to the memorials, return to the neighbourhood, yes. All of this is what I would like to do. When? I don’t know.",Interviewee,Tension
"We talked about your departure for Benin, then I brought your story back to Rwanda, but I didn’t ask you—also, I started off by addressing you informally and then formally… Anyways, finally, how did you end up in Montreal? When did you leave your family? And why?",Interviewer,-
"I came to Montreal in 2001. It might sound crazy, but I have always loved Canada. Why? I don’t know. I was hearing Montreal French being spoken, and I had a cousin who lived here and he told me, “Listen, it's nice here, it's good, you'll enjoy it, come.” When I arrived, I came for—I said, “I'll try it for maybe a year. If I like it I'll stay, if I don’t like it, too bad.” And now, it’s been almost nine years. [laughs]",Interviewee,Tension
"You liked it here, that’s what you’re saying? [laughs]",Interviewer,-
"Yes, I would say yes, I loved it.",Interviewee,Tension
"I'm curious to ask the question again—how do you feel about leaving the country for a second, if not a third, time?",Interviewer,-
"It's like I say, it was the first time that—pardon me—that I was leaving my family, and I thought it was a crazy thing to do. I wasn’t even eighteen years old yet, it was an adventure. It was absolutely an adventure. I didn’t know what I was getting myself into, I didn’t have any expectations. I thought, “I’ll go and then we’ll see.” I had no expectations, I didn’t know what I was getting into and I thought, “I'll go, if it works—great, if it doesn’t work—hey, we'll try something else.”",Interviewee,No Tension
"As the eldest daughter who wanted to fight and help her mother, how did you feel when you left? Did you leave in order to be able to help her better? Did you leave so that you could reach your maximum potential? How did she feel about that?",Interviewer,-
"I think it was hard for her to let me go because it was the first time she was separating from one of her children. I don’t think she realized it until the last day or maybe she was hoping I would come back. But I was thinking, “Not being next to her doesn’t mean that I’m not helping her.” And I was also thinking: “I want to go there, I want to leave for—.” As the saying goes, you have to take a step backwards in order to make a better jump forward. In my mind, that’s why I did it. It was crazy, because I was young and I didn’t have a precise plan and all that, but it was really with the intention to move forward and become someone, to be able to reach my goals, that was the reason why. It was really a crazy thing to do, leave your parents while you are still under 18, go to Canada, a country, I don’t know how many thousands—from your parents, it's crazy. I don’t think that my children would do something like that. [laughs]",Interviewee,Tension
"You told me how you felt when you left, I'll ask you now how you felt when you arrived. Where does one even begin in a situation like that? What did you do? Once in Montreal, how did you know where to go and what to do?",Interviewer,-
"Because I was with my cousin, I had someone who was helping me do this and that. That was helpful. Also I was still a minor and I went back to high school. That was easy. That's what made my integration easier because when you start school, you make contacts. I started school, I was at the end of high school, so I finished high school. And I remember, I started in Grade 10 and when the school year finished everyone was looking for work and so I said “Let's go! Let’s find a job.” I remember I didn’t know where to start. I remember I was buying something at Zellers and there was a line-up, a long line. And I thought, “These people are probably looking for cashiers.” [laughs] I went home, printed my CV, went back to the store, gave it to them and said, “I think you're looking to hire people.” I told this to the person there because there was a long queue. And it was true. I handed in my CV, say today, and two days later they called me, they interviewed me and I started work on Monday. So I worked there during the summer and in September I went back to school. They kept me working part-time because I was going to school. I went to school in the mornings and I was working a few evenings and on the weekend. There was a project with the Bank of Montreal [BMO] through my school, the bank wanted to integrate young students into the financial sector. So they would go into Montreal schools and select a maximum of three students per school, and they chose me. After they selected me, I did the internship once a week. I worked at the bank as an intern and I learned in this way what the job of the people at the bank entailed. And when I graduated from high school, they called me to ask if I was looking for a job. I said yes. The woman who was coordinating the internship told me, “I’ll keep your CV, if you’re ever looking for a job.” And when they had a job opening she said to me: “Listen, there are jobs that have become available, I'm going to send your CV, so expect us to call you if you are selected.” Finally, they called me and I got the job at BMO, and I worked there. So that was it, my integration.",Interviewee,Tension
"It was an easy one, we could say.",Interviewer,-
I'm not complaining. It wasn’t that difficult.,Interviewee,No Tension
"Did you find that going to a new school—I don’t know which school you were at—when you arrived and you had to go to school, did you feel welcome by your new colleagues, your new classmates?",Interviewer,-
"I was at École secondaire La voie and it wasn’t so difficult because I understood the language, people were speaking and I could understand very well what they were saying. It wasn’t that difficult. Except for my shyness, which always gets in the way... But it was—I was doing so well that in the second year I was president of the student council, which probably means that if they had chosen me, I must have done pretty well, I’d think. No, it wasn’t that hard. I would say it was easier than the first time, but I’d also say that the language facilitated things, because I understood the language, so I went [inaudible].",Interviewee,Tension
I’d also assume that attending La Voie was easier than attending other schools. Was it in a multiethnic neighbourhood?,Interviewer,-
"Yes, precisely.",Interviewee,No Tension
So it was easier to find your place there?,Interviewer,-
"It was easier, yes. It was really multicultural, it's true. But I remember that the assistant director there also helped me a lot, because she would often stop by to ask me if everything was going okay: “Are you having any problems?” I think she came to see me every day, and I found that also reassuring… When there’s someone you can turn to if something goes wrong, I think that also reassured me, yes.",Interviewee,Tension
Do you think she was doing the same thing for everyone or was there a particular reason why she was interested in you?,Interviewer,-
"I don’t think that she did the same thing for everyone, but in any case not a day went by without me seeing her—I don’t remember. Of course there were days when she wasn’t there, when we had activities, but especially in the beginning, she would see me every day. She would stand in front of her office, you know, and when the students came out of class and when I passed by I would say hello, she would call me and ask, “Are you okay, are there any problems?”, things like that… She was my resource person, if I had any questions.",Interviewee,Tension
I’m curious to know if you’ve had the strength or the opportunity to tell your classmates or the school administrators about what you had lived through in Rwanda?,Interviewer,-
"Yes, to the assistant director—I didn’t go into too many details, but I told her that I was Rwandan. She asked me if I had lived through the genocide, I said yes, that was all. But I remember one time, it was during history class I think, we were talking about wars and all that, and they asked me to tell them what had happened in Rwanda. And again, I didn’t go into details, but I told them what had happened, and I said a few words about my own experience, so yeah, I’ve told the story at least once.",Interviewee,Tension
"Do you think that when our colleagues learn about our experiences, this changes our relationship with them? Or does it stay the same? Do you think that knowing someone’s personal story changes anything or it doesn’t?",Interviewer,-
"It certainly changes something when you know what someone has lived through, especially if it has been something difficult. As long as we don’t gloss over it and we don’t feel sorry the person… But for sure, it changes something.",Interviewee,Tension
We agreed that one of the easiest ways to integrate is through school and work. I didn’t even ask if you’ve gotten help from community organizations—I believe the answer is no?,Interviewer,-
"I did, I participated in one organization. I participated once. If I remember correctly, it was during the first summer, I was already working, and there was a youth centre across the street from where I worked, and I said to myself, “I’ll go and see what they’re doing there,” and I went in. They said that, yes, they do activities to help young people integrate and out of curiosity I said, “I’ll join in.” I was—we were a group of young people, yes, we did some activities, we did small jobs. I didn’t stay long, I think I stayed only for the two months in the summer. I was just curious to see what they were doing.",Interviewee,Tension
"So other than that, you didn’t need the help of community centres?",Interviewer,-
"No, not at all. Not really.",Interviewee,Tension
"Are you, however, involved in or do you participate in some of the Rwandan community groups in Montreal?",Interviewer,-
"Yes, I'm part of Insangano.",Interviewee,No Tension
What is it?,Interviewer,-
"It's a dance group where we do traditional Rwandan dances and other activities. We have a community newspaper, we organize Christmas parties for the children, and so on. And I’ve been part of Insangano, I think, since 2003—no, 2004—I’ve been part of Insangano. I’m also part of Page-Rwanda, since 2005–2006, so those are the two community groups to which—I was also a member of the founding committee of the Rwandan Cultural Centre, and I think that’s all.",Interviewee,Tension
"Besides these, are there other Rwandan groups in Montreal?",Interviewer,-
"I know there’s another dance group, Ihozo. But I don’t know much more about them. But I know they exist.",Interviewee,Tension
"To your knowledge, do you think that the same divisions between the ethnic groups that exist in Rwanda are present in Montreal too?",Interviewer,-
Absolutely. Yes.,Interviewee,No Tension
Is it obvious? Does one have to be Rwandan to notice it? Or…,Interviewer,-
"Does one have to be Rwandan to notice it? Because I am Rwandan, I don’t know if people who see—but as a Rwandan, yes, I am aware of it. Does one have to absolutely be [Rwandan] to understand it? I don’t know. Maybe yes, I don’t know.",Interviewee,Tension
Do you think there is hostility present within these groups or is it just group dynamics?,Interviewer,-
"I think it’s just group dynamics. Bringing together the two ethnicities is not something that can happen in two years or five years. If it is to happen at all, it will take time and there will be a learning curve, and it will be long-lasting. I don’t think it's something that should be forced or pushed either, we really have to let time do its work.",Interviewee,Tension
"Since you’ve come to Canada, have your views about your country or community changed or have they remained the same?",Interviewer,-
"No, I would say they have changed, especially when I look at the young people. The young people have the desire to make sure that our country advances. We want things to be better for the country, we really want it to move forward, we want the Rwanda of tomorrow to be a different Rwanda from the one we have known.",Interviewee,Tension
"Are there gatherings for the Rwandans in Montreal where you talk about your country, about what happened? Do you meet to talk about that?",Interviewer,-
"We did this as part of Insangano, we had what we call tuganire, we sat down and we talked about what had happened. And not only about those events—we could address all kinds of issues. But we often talked about what had happened in Rwanda, about education today compared to the education of our parents or our grandparents, yes, we often referred to that.",Interviewee,No Tension
"If I understand correctly, it is mostly young people who meet as part of Isangano. And the older community members, do you know if they also meet?",Interviewer,-
"Yes, there is the Urumuri Mothers Association, I imagine that they also do this kind of gatherings, yes. But that’s all I know.",Interviewee,Tension
In our conversation just now about your work and your studies we were at the point where you were working at BMO—are you still at BMO? Do you plan to continue your career or your studies?,Interviewer,-
"I left BMO not long after 2003, and since then I have been with Bell, since 2003, and I continued my studies in accounting, management and accounting. I think I will be working more in the financial sector.",Interviewee,Tension
"When you look back, and after nine years in Montreal, do you feel a sense of accomplishment, a sense of a journey?",Interviewer,-
"I don’t think it’s been a failure, but I think—I hope—that I'm on the right track. There is still a long journey ahead of me.",Interviewee,Tension
"I can’t end the interview without asking your opinion on how the media have reported, and continue to report, on what happened in Rwanda. What is your opinion on that?",Interviewer,-
"What bothers me and affects me the most is the negationism, the fact that despite everything that has happened, that has been recorded on camera, the people who have lived through it, the victims who continue to testify, there are still people who dare say that there was no genocide—I don’t support that.",Interviewee,No Tension
"Have you seen Rwanda's history or the events that happened there represented in the media? Like, in the movies or in the theater—have you had a chance to see that and what are your impressions of it?",Interviewer,-
"When I watch movies about genocides—of course, a film can’t tell the full story of what happened during those three months and all over the country—does it represent it really or are we trying to represent reality… I think more work remains to be done on this.",Interviewee,Tension
"Would you like to be among the people to take part in this, to try to do these performances?",Interviewer,-
To be an actress?,Interviewee,No Tension
"Yes, sort of...",Interviewer,-
"My God, no!",Interviewee,No Tension
[laughs],Interviewer,-
"[laughs] No, the cameras—I don’t think—I don’t like cameras and they must not like me either.",Interviewee,No Tension
"Cameras aside, how do you feel about being an actor or an actress of one’s own story? What is your view on that?",Interviewer,-
"Personally, no. I can give ideas on a project that someone else would like to carry out, but I don’t think I have the talent for that. One never knows, but for the moment, I don’t think so.",Interviewee,Tension
"Before we end the interview, what would you like for Montrealers who are not from Rwanda to know about you?",Interviewer,-
About me?,Interviewee,No Tension
About your lived experience.,Interviewer,-
"The future is based on the past. This means that, whether I like it or not, what happened is going to influence what I am doing now and what I will be doing in the future. This means that what I have seen and what I have lived through will be reflected in my every decision or every action. And I think to myself that, yes, what I’ve lived through was an atrocity, but at the same time it awoke a part of me that keeps telling me that life did not stop, life goes on and that we must not just survive, we must live. Whatever the obstacles you encounter in life, whoever you meet on your journey, don’t hesitate to move forward. And I think—as they say in English, last but not least—I think that if I am who I am, if I am where I am, it is all because of God. And I say to myself, “Everything I've lived through, everything I do, everything I know—if I didn’t have God, if I didn’t have prayer, I wouldn’t be here.” There’s no doubt about that.",Interviewee,Tension
Thank you very much.,Interviewer,-
My pleasure.,Interviewee,No Tension
I wish you all the best.,Interviewer,-
"Thank you, that's very kind. [smiles] (End of interview session 1 of 1)",Interviewee,No Tension
