Content,Role,Predicted Label
"That was the red commune. And on the way there, we saw that, outside, life for some people was ... continuing. While you are on the bus heading to certain death, right next to you—in any case, for the Hutus—life hadn’t changed, the market was open and you could see people in the street; at the time when you were afraid to come out of your hiding place and we were going to ... to the cemetery. And when we arrived, many people ... came to assist. On arrival, I also saw militiamen coming out of the [inaudible] with machetes, even with old, traditional machetes… And in the bus I had…, I had learned the name of one of the ... well, the name of the bus driver ... well, of my killer, a militiaman, and someone was saying ... who was saying, “But Thomas, don’t you recognize me? Don’t you know I'm from such and such a place?” I remember that. But I also remember that they didn’t really want to kill Félicité, because while we were driving, they said: “The colonel's sister must not go on the bus.” But she had insisted, “If you're going to kill these people, I'm going with them.” At the same time, even though the colonel's sister had to get off the bus, they never forced her out—it was just empty words. So when we got to the cemetery, I thought, “Maybe they won’t kill her.” So I got off the bus, took her hand, and we all got out. The others got out and immediately lied down on the ground. One man, about thirty years old, tried to escape, but the génocidaires ran after him and caught him. It’s one of the most vicious images I have from that moment. They caught him and he was held on both sides by two génocidaires and two others ... were ... cutting him, and everyone was watching. So, in the meantime, Félicité, who, I imagine, didn’t really want to see that whole scene ... let go of my hand and she turned away…—the cemetery was at the foot of a mountain—and so she gazed up towards the mountain as if in a prayer. So, when she let go of my hand ... I took Thomas’ hands, the bus driver. And Thomas took my hand too. I saw in the crowd a former classmate of mine from elementary school, and I made a sign with my hand, like that [makes a sign with her hands] to ask for help and he did this [makes a sign of helplessness], meaning, he couldn’t do anything. And while Thomas was holding my hand, one of the killers snatched me from Thomas’ hands and Thomas kicked him. In the meantime we realized that Omar, who is now in Arusha, was shooting those who were lying on the ground. There was a child there, about two years old, and Thomas, who was holding my hand, told me to take the child and go back on the bus. A few of the génocidaires had stayed behind in the bus, there was also another girl in there—she was the child’s aunt, but she didn’t want to reveal her identity, anyways, the child’s aunt…",Interviewee,Tension
The child that you were holding in your arms?,Interviewer,-
"Yes, the child’s aunt, the maternal aunt of the child I was holding in my arms. They were saying that the child’s father was Hutu, but the militia didn’t want to hear that. At the moment when I took the child to get on the bus, I saw Félicité falling to the ground, and at the same time I saw the priest—the same priest who celebrated Mass on the first day, who had stayed with us at the Saint-Pierre Centre—I saw him approaching with three policemen to save Félicité, but it was too late. So we got back on the bus and ... and it was over. Omar returned to the bus with Thomas, the driver, and we started on our way back. While we were driving Omar asked Thomas what was I doing in the bus and Thomas replied: “She just lied to me that she is Tutsi.” Omar said, “You have to stop the bus, I have to kill her too.” But Thomas didn’t ... didn’t stop the bus. We dropped Omar off at one of the big hotels in Gisenyi, Palm Beach, where I saw people ... people who were drinking, who were eating, so Omar joined them and Thomas then dropped me off at the Saint-Pierre Centre.",Interviewee,Tension
And the Saint-Pierre Centre is…,Interviewer,-
"It's the convent, that’s what it’s called.",Interviewee,No Tension
Where you were before you left?,Interviewer,-
"Where we were before we left. And when I arrived there, I saw two policemen and I saw Nathalie, who was Félicité’s assistant. Nathalie asked: “So, is Félicité dead?” And the driver, Thomas, said, “I saved these two children,” as if…",Interviewee,No Tension
As if not to answer Félicité’s [means Nathalie’s] question.,Interviewer,-
"Not to answer the question or: even though Félicité is dead, he saved two people. Surely, since Nathalie was angry and ... she was scolding him, he told her, “But I just saved…” Later, in the evening, the policemen who were there, apparently came back to protect me ... and they said … There were people still hiding in the convent who had heard the génocidaires saying, “Next time, we will burn it all down.” The génocidaires had said they would burn everything. And I began to regret not having died ... not having been shot dead in the cemetery. But that didn’t happen. The next day, actually, that same evening, several soldiers came by to ask how Félicité had died and it was as if she was the only person who had died. I tried to tell them what had happened, but I didn’t know that they had captured several of the killers. And the next day, Félicité's brother and some of his friends went to dig up Félicité’s body and give her a dignified burial, among the thousands of dead bodies. And the people, the Hutu sisters who were there, later told us that all the corpses were naked. And on that same evening of April 22, we ... sought refuge in Congo. We decided ..., we decided to leave with the few people who were still at the convent. In the meantime, my brother had gone out of the convent and when he came back we told him to come to Congo with us, but he refused. He said, “I’m not going.” We woke him up around midnight and he said, “I'm not going anywhere.” And I knew that this was a serious mistake—but fortunately he survived…—to leave…",Interviewee,Tension
To leave him.,Interviewer,-
"Yes. He said, “I'm not going anywhere.” So I left without him.",Interviewee,No Tension
"In moments like that, we don’t think.",Interviewer,-
"So it’s… I don’t know, maybe we could have forced him to come with us since we were quite a small group, but he refused and we all left him there. I left with a feeling of guilt, but I'm lucky he survived, which eases that feeling a bit.",Interviewee,Tension
What is ​​the distance between Saint-Pierre and the other side?,Interviewer,-
I think it’s five minutes.,Interviewee,Tension
So it's a fairly easy crossing.,Interviewer,-
"It is, but that distance, during a genocide, becomes huge. Today, when I think about it, I wonder: “We had to wait for two weeks before we could cross over.” We were there, we could see Congo, so it was…",Interviewee,Tension
That was the other side.,Interviewer,-
"I don’t know. I think you can be there in ten minutes. Normally, it’s three minutes to the border, but if you go through the fields, it may be ten minutes—in any case, it was really close. But during a genocide that distance becomes huge.",Interviewee,Tension
But you left with … the nuns who were there? You left…,Interviewer,-
"No, the people who left were several Tutsis who had not been found in their hiding places. The nuns and all the others who were not targeted stayed behind.",Interviewee,No Tension
But you're leaving alone without…,Interviewer,-
"No, I was with several other people.",Interviewee,No Tension
"Yes, but all alone… M.M.: The Tutsis who were still in the convent managed to get to the other side, to Congo?",Interviewer,-
"Yes. We were about to arrive in a few moments and we slept on the ground in ... we were sitting on the grass, waiting for the sun to rise. Around five o'clock in the morning, we set out towards the houses in Birere, in Goma and we arrived at a church, I think it was a Pentecostal church. We went inside and ... those who were there could see that we were people escaping death. There was a Tutsi woman who was living in Congo and she decided to take care of me, and it was as if everyone found a place to go. There were several female students from Saint-Fidèle ... and there was one who was studying at the Adventist university at the time and she said, “I'm going over there to join the Adventists.” And I … When Félicité had asked me if I knew anyone in Congo, she was thinking of sending me first to Goma, to a nun who had left with the first group, among those who … And I said, “Can you take me to the bishop or do you know Adria?” And that’s how many of us were sent to different places. I was with Immaculée, one of the nuns who was Tutsi, and with Adria—actually, the nun brought us to the episcopal see in Goma where Adria and the other sisters came to see me. And we went to Adria’s family in Goma—there were several of us from the Saint-Pierre Centre. On May 3, the orphanage in Nyundo was evacuated. After our departure from the convent, Nathalie brought my brother and three other kids whose mother had left with the first group [inaudible] to this orphanage. So when the evacuees from the Nyundo orphanage arrived in Goma, my brother was among them. I then demanded to go to the orphanage in Goma and so we left this family and went to the orphanage. Later, in May ... my uncle who was in Bukavu, found out where I was and sent his wife to come and pick me up. But he thought that I was the only one there from the family. When his wife arrived and when she saw that my brother was also there, she said, “Okay, I'll take you both to Bukavu.” ... So she signed me out from the orphanage to bring us to Bukavu. And on the same day we signed all the papers in order to leave the orphanage and after we left the orphanage and were going to spend the night in Goma before leaving the next day to Bukavu, ... my friends from the orphanage came to tell me, “Your three brothers just arrived at the orphanage with the Red Cross.” And so I went back to the orphanage. We couldn’t get a place in the orphanage again easily because there were many children there. But with luck, some would leave [and we could take their place]. I said, “I’m not leaving” ... they were trying to convince me that I had to leave because the director… that we couldn’t ... that we couldn’t have a place there anymore ... that the UNHCR [United Nations High Commissioner for Refugees] had to sort this out. And we went back and forth to ... to the UNHCR and ... it wasn’t ... it really was a whirl of people trying to…, I [inaudible] who had other things to do and who told me: “Go! The children will stay at the orphanage and you ... you will go to your uncle’s.” I said that was not possible, so I [inaudible] [laughs]. At one point, there was a priest who intervened, Abbé Martin ... Abbé Martin who knew someone at the UNHCR, I think. The nuns, my uncle's wife and I were in the process of trying to get permission, and then Martin intervened and after his intervention, the UNHCR ... allowed me to go back to the orphanage, and so we stayed there. Later, we returned to Rwanda with the other people from the orphanage.",Interviewee,Tension
So the five of you stayed together at the orphanage?,Interviewer,-
"Yes. In the case of Marie-Ange, she had arrived in Congo with a wave of Hutu refugees. One of the Hutu nuns had gone to a [refugee] camp—I don’t know if she had stayed in this camp or not—she came to the orphanage and told me: “You know what? I just saw your little sister in a refugee camp, the [inaudible] refugee camp.” So, I accompanied this nun and she showed me where Marie-Ange and the family that had taken her in during the genocide were. And when I arrived, Jacqueline said, “You have to be very careful.” So, we found Marie-Ange who was ... not looking well, she had been jostled around. We took Marie-Ange from ... from the crowd of refugees and we went back together to the orphanage. So, that's how we all reunited.",Interviewee,Tension
"Those who joined you at the orphanage … actually, did you find out what happened to your parents?",Interviewer,-
"Yes, the three [brothers] who arrived with the UNHCR, were with our parents when the génocidaires came for them. The children hid behind our bar, but they saw the génocidaires leave with our parents. They didn’t see them die, but they saw them leaving with the génocidaires. And then they tried to find shelter at the neighbours’, but the neighbours turned them away. And then they tried to reach the church, the Gisenyi church, and along the way they came across several génocidaires who captured them. And then—I don’t know who among the three…, I don’t remember which one…—I think it was Gaétan who said, “We just saw some people looting a shop.” Because when the génocidaires captured them, they said, “Come, show us your home, show us where your parents are.” And the children had the idea to make up a ​​lie about a place that was being looted and the génocidaires left them alone [laughs]. They were going to loot too, they were going to look for that place where the others were looting, and the children managed to reach the church and the Bizeramariya convent, which is next to the church. But in the meantime, the génocidaires showed up to kill the nuns in the convent and I don’t know who among the nuns brought the children to the prefecture and it was at the prefecture that the Red Cross took them and brought them to Goma.",Interviewee,No Tension
"So, that's all you knew about your parents, that they were taken out of the house? You didn’t have…",Interviewer,-
"Yes, that's at least what my brothers knew. Later, when I was in high school ..., after the genocide, before I went back to Nyundo—I went to the Pentecostal high school ... in Gisenyi, the École normale primaire de Gacuga [?]—and that's where I met someone who had seen them die, this girl who told me, “[inaudible] I saw your mother, they clubbed her until she died, your father was cut down with a machete.” It was ... it seems that it happened on her street and that there were also several Muslim men there who were playing gisoro and who tried to plead for my mother’s life, but ... it didn’t help or they were just pretending to want to help—I don’t know, that's what she told me.",Interviewee,Tension
So you stayed at the orphanage until…,Interviewer,-
"Until 1998, well… I never liked the orphanage, I never…",Interviewee,No Tension
But you fought so hard to stay there.,Interviewer,-
"[laughs] I’m an eternal rebel. I said to myself, “I will not stay here.” You know, you’re in the orphanage and you ... after I left [?] when the Notre Dame lycée opened in Nyundo, and since it was very close to the orphanage, I went back so that I can be closer to my brothers and sisters. But when you’re in the orphanage and then you go to high school, and everything is within a well-defined area, so you're really ... it felt like two prisons and sometimes I would just leave, I would go to my uncle’s and my uncle [would say]: “But where is it that you are going? You have to stay at the orphanage.” And I would say, “Okay.” So, since my third year in secondary school, I’d had the idea to get out of the orphanage, and I was hoping that it would happen miraculously after high school [laughs]. So I studied like crazy in my third year, I never worked as hard in school as I worked that year. After the genocide, I thought, “I’ll finish school fast and I’ll leave the orphanage.” I thought that I would get a job right away and that everything would happen naturally. I made contacts with people outside of the orphanage. And later, when I learned that I had a half-sister and that she was living with her maternal aunt in Kigali, I went to look for her in Kigali and when I found her, she said: “Oh, I have a very good friend here and you must meet her before you go back to Nyundo.” So, [inaudible] she is my sister's friend and she is really a very warm person and she told me, “If you want to come to my house during the school break, the doors are open.” And she was someone I had just met! [laughs] I said, “Okay.” So, from time to time during the holidays…, I ... we kept in touch. And 1997–1998 was ... the period of the infiltrators, it was still a dangerous time in Gisenyi. They were burning buses, so it really was another war. And I thought, “We can’t die now!” I was knocking on people’s doors, I couldn’t see ... I went to my maternal uncle in Bukavu and I said, “We can’t stay there, in this chaos of shooting. It might not seem scary to you, but if our fate is to die now, we should do everything we can so that at least some of us are saved.” My uncle tried to find an orphanage, but he wasn’t able to. And my friends, well, the families of my classmates were also trying to find an SOS orphanage in Kigali, but we made the mistake of saying that we were leaving one orphanage to go to another and the SOS told us, “We don’t take children from another orphanage.” So I didn’t know what to do, but I kept in touch with this woman and she told me, “You can bring your three sisters, Marie-Ange and, well, at least the youngest children.” And this was not something we did at home. It’s a family ..., well, after a genocide, anything is possible, but when I told my uncle about it, he said: “My goodness!” [laughs] And he turned to my two other brothers and asked: “So, what do you think—your sister is doing well, isn’t she?” But I didn’t care ... I didn’t care about what the others might say. I said to my younger brother, “You will sign as if…”—it was clear that my relation with the director of the orphanage was strained because of these comings and goings, so I didn’t dare showing up there and [I said to] my younger brother: “You're going to sign as if it were my uncle, you'll say that it's my uncle who…”",Interviewee,Tension
[Inaudible],Interviewer,-
"Yes. Or my uncle was forced to sign, I don’t remember exactly. In any case, it was on behalf of my uncle that we left the orphanage ... actually, my two youngest brothers and Marie-Ange left the orphanage to go to this other family. I stayed in Nyundo, and it didn’t matter whether my other brothers and I were going to finish high school or not, because I was comforted to know that at least some of us from the family would survive. So, Jean-Baptiste, Gaétan and I remained in Nyundo since they too were in high school—in the art school and I was in the lycée. And Marie-Ange, Jean-Yves and Yvan were [inaudible] in primary school in Muhima and they went to live [inaudible] with this family that we had just met [laughs]. During the holidays, I would visit my youngest brothers and my sister and then I would go back to Nyundo, and I was doing that until I graduated.",Interviewee,Tension
You shuttled between the school and the new family.,Interviewer,-
Yes ... and after that [inaudible] [laughs].,Interviewee,No Tension
It's true that you're a fighter.,Interviewer,-
"There was a sort of madness to it too, I don’t think that if I found myself in the same situation now I would do the same thing.",Interviewee,Tension
Well ... maybe that brought positive results in what you were going through. So you finished high school and…,Interviewer,-
"And then we stayed with this family for some time. But, there were too many of us there. She had her five children, there were two other children on her husband's side and there were the four or sometimes the five of us from our family. Jean-Baptiste and Gaétan stayed at the orphanage or went to my uncle's house, but the rest of us, we stayed with this family. It was getting more and more difficult, especially because it was the mother in the family who took care of everything. Then I learned about the FARG and I started going to the FARG.",Interviewee,No Tension
What is the FARG?,Interviewer,-
"Assistance Fund for Genocide Survivors [laughs]. I went to ... I started going to Ibuka first and one of the sisters-in-law in the family who was hosting us, Pauline, was working at AVEGA [the Association of Genocide Widows / AGAHOZO] and introduced us to Ibuka so that the children can study for free. And it was there that we started addressing our problem that we were ... that we were nearly homeless. So I started the process. At that time, in the beginning of the FARG, I had a friend from high school whose cousin was a secretary at the FARG—a secretary who later married the secretary general of the FARG at that time. So we opened a file on our case and they said, “Okay, we can pay you the rent for a house.” So, we agreed with our host family that we would look for a house nearby so we wouldn’t be far and the family would know what was going on with us. We started looking for a house near where we were ... near Donatille’s family who had welcomed us. And so, in 1999, we started living in…",Interviewee,No Tension
In a house that you rented.,Interviewer,-
"[laughs] That's when we really became children, well, children and one head of the household. We settled there, we had the rent, but that was it [laughs].",Interviewee,Tension
That was precisely my next question. That was it.,Interviewer,-
"Yes. We also had to jump through many hoops. It's really hard to explain, but it worked [laughs]. They told us, “Rent a house for no more than 25,000 Rwandan Francs.” We found one for 15,000 FRw, 15,000 francs and so we saved 10,000, but that’s cheating, so it wasn’t ... Well, afterwards I didn’t care since we did the deal without ... agreement with the owner of the house. I did the deal with Donatille who had hosted us in her house and ... with another mom who was with us … in this together.",Interviewee,Tension
It was helping you have some money for food.,Interviewer,-
"Later, the owner of the house found out about it and she went to the FARG. I told the FARG, “I don’t care. You knew that you had given us a house.” Her complaints did not amount to anything since she had her 15,000 FRw anyway. But life in that house—that’s where things got really difficult and I thought, “Why did we leave the orphanage?” At that moment, when we started living by ourselves, I was having regrets.",Interviewee,Tension
So you started living alone and it was you who was responsible for everything?,Interviewer,-
"Yes. Sometimes I would go to my uncle’s ... who was helping us out, but there were many of us, so it wasn’t really ... it was more or less regular help, but it wasn’t enough. At other times friends also helped, I sent letters to strangers, to people I was corresponding with when I was at the orphanage, and this was more or less fruitful. [laughs] Today I avoid thinking about that time, because I don’t know how we went through that period. But at the same time, well, when we were in that situation, we didn’t perceive it as alarming, which means that my brain was working all the time: Where will I be going today? I'm going to Ibuka again, and one time they sent me to [inaudible]. Tomorrow I'm going to ... So it was always…",Interviewee,Tension
Always having to knock on different doors.,Interviewer,-
And it was an experience that…,Interviewee,No Tension
Were you going to school at the same time or was it a situation where you couldn’t even go to school?,Interviewer,-
No we continued going to school.,Interviewee,No Tension
"It was during university, I guess?",Interviewer,-
"It was around the time when I started university, so I also had to cover transportation costs to the university. My brothers were still at the boarding school, well, some of them were still in primary school, but we had a very good neighbourhood, so there were also [inaudible], there was another family of orphans who were heads of their household, but their parents had died of illness and we were really supportive. And we had fields, we planted things, sometimes, we shared. But it wasn’t ... you know, it was harvest season, so there wasn’t a day when we went to bed without having eaten. But when we would be able to eat was—how can I say this—it was both luck and it wasn’t at the same time.",Interviewee,Tension
It's hard to explain.,Interviewer,-
"Yes. Afterwards, I think my brain worked like ... Today, I feel like my brain is frozen, but at that time it was—whew!",Interviewee,Tension
And that situation lasted more or less how long…?,Interviewer,-
"I think it lasted about a year, since I ... I also knew that my aunts had survived, my maternal aunts had Hutu husbands, and so I went looking for them. And at the time when I went to look for them, I was also ... working on a project of [inaudible] that the FARG had ... At one point the FARG told us, “We can’t just keep giving you charity, you have to do a project.” So we did a project ... to help ourselves, but that was also the time when I went searching for our maternal aunts. One of our aunts had a good situation at the time, and when she came to see us, she said, “Okay, but there’s three of us in the family. Why don’t you split—everything is going to be simpler that way?” So ... and Donatille said to me: “That's not good.” But I was all excited to have found more relatives, and I think that was a serious mistake I made with regards to my younger brothers. So I said, “Okay, we can disperse within the family.” We split—I think it was in 2001, so from 1999 until 2001 we were ... or until mid-2000 we were alone. So the aunts…, so we dispersed. I went to live close to the university with my university colleagues and my brothers were in the host families, so at my aunts’ houses. But one of the aunts had AIDS and we didn’t know that, and shortly afterwards she ... she died. And it was she who, at least financially ... she had a difficult character, but she helped us a lot financially, she supported just about everyone. And that's when it became difficult because it was this other aunt who then took care of my brothers. That aunt had a husband in prison, so she had her own problems. And she took in my brothers as well as the children of my aunt who had just died. So the children survivors were living with other children as well as with the children whose father was in prison—even if they were all family, it wasn’t easy. And my younger brothers Jean-Baptiste, Jean-Yves and Yvan suffered a lot. They stayed there until I graduated from university and, once again, I went to the FARG. At one point, it was like I was working at the FARG—I don’t know how many times I’ve been there. So after that, after graduation, I went back to the FARG and I was able to get the house in Kimironko where we are still today.",Interviewee,Tension
So you gathered them from the different families and brought them together?,Interviewer,-
Yes.,Interviewee,No Tension
"And how did the young, the youngest, especially your brothers who lived in these families—what was their reaction? How did they ... did they speak about this situation? How did they experience it? Was it…",Interviewer,-
"Yes, one of them even ... the youngest, he often ran away from home and he was saying, “I want to live either with you or with my uncle.” And so I had promised…—when he would run away I would take him in sometimes and he would spend time with my university colleagues because I couldn’t [host him] at the time ... I had one room in the university dorm—I couldn’t. The other children were deeply affected, but we have a good laugh about it today. But things were not going well at all at the time. The second youngest, Jean-Yves, he was quite affected, while the youngest ... the youngest brother, who was running away—today we laugh about it—but he suffered a lot too, so I don’t know if there will be any further consequences later on, but today we’re able to laugh when we talk about that, and we talk about it from time to time.",Interviewee,Tension
"At one point, all of you were once again together. I have a question: How would you describe this family, which after so many years, after so much scattering, you say to each other, We are all here now—how would you describe this family? How was your daily life organized? What was your life like?",Interviewer,-
"We were all there, but we evolved differently. So, it's ... I think during the years when we were scattered around, there are things that happened in everyone's life and I think that it—how can I say that—we love each other very much, but it's as if ... it's as if everyone has taken their path. So, to say that we shared family moments—such moments were missing [she is crying] ... and even today, each of us is still searching for who we are so it's ... it's again time to…",Interviewee,Tension
"Right. You are here now, but those who still live there—where are they at in their journey?",Interviewer,-
"One works in …, in the [inaudible], another works for an oil company, a third is waiting to get into university and the youngest fell very behind in school and is now in fourth year of secondary school. My half-sister is there… So they see each other, they were telling me ..., the boys prefer to go out rather than just sit at home with the youngest brother, but life goes on ... there’s no comparison with what was before, things are happening ... things are looking up.",Interviewee,Tension
"At least, you’re not carrying the responsibility for everyone.",Interviewer,-
"Yes, I tried to ... the sense of responsibility is there, but it doesn’t weigh as heavily as before.",Interviewee,No Tension
[inaudible] that you understood with age.,Interviewer,-
"Yes, I'm trying to let go, but for the child who is in his third [fourth?] year in secondary school and ... well, for the two youngest brothers, I still try to be there for them as before.",Interviewee,Tension
"You talked quite a bit about this situation, since the orphanage, since you were in the Saint-Pierre Centre, your crossing to Zaire [Congo?], the orphanage, the studies ... What is your view on having to assume responsibilities as a child and as a parent at the same time? You were a child and you were also a parent, you were ... we say “head of the household,” although I don’t find this term appropriate, but you were a child and you were a parent too.",Interviewer,-
Yes. And I also don’t accept the term “parent” because you can’t be a real parent in this way.,Interviewee,No Tension
"No, “parent” in the sense of responsibility, parental responsibility.",Interviewer,-
"Actually, I think it adds a sort of [inaudible] to a person’s sense of self. I have a hard time thinking of myself as either a sister or a parent as [inaudible] it's ... I'm swaying between the two. And it's also paradoxical—now that I don’t have all these responsibilities, it's as if I’ve become childish, at times I feel more ... [laughs].",Interviewee,Tension
"I think my question was going in this direction. I was going to say, after all that, do you say to yourself, “I come out of this stronger, I now feel like a fighter or I feel more vulnerable?”",Interviewer,-
"I think it's both. It’s a situation that makes you vulnerable, so now that I don’t have to spring into action or in my way of doing things sometimes, I realize, “But that’s really childish!” [laughs] At the same time, I also say to myself, “Allow yourself to finally be a child, if you can.” Still, if I act like that around other people, they might find it strange that at my age I react in a childish manner. And so, it's ... I think about that, but these things happen spontaneously, so it's not ... it's not an easy topic. I think I have a divided identity.",Interviewee,Tension
And you’re swaying between the two?,Interviewer,-
"Yes, I’m swaying between the two.",Interviewee,No Tension
"It bothered a lot of people ... that you ... friends, relatives. Earlier in the interview Monique asked you who had influenced you the most, your father or your mother, but it’s not only your parents who’ve had most influence on you. Among the people close to you during all this, who were those who had a positive impact on you and, perhaps, a negative one? But talk first about the positive.",Interviewer,-
"... I think there were many people like that and ... at different moments. I think, for example, before 1994, when I met Félicité and the other nuns, it was initially another nun who introduced me to Félicité and she was around 60 years old. At the time I was only 11 and I was dealing with family situations that I didn’t accept and she welcomed me and took the time to talk to me as if she was talking to an equal and she treated me ... treated me with me a very positive attitude, a compassionate and welcoming disposition. And especially ... to also see how she treated everyone, not just me. She was someone who ... who knew ... who took care of some of the vulnerable people in the town. I remember there was an elderly woman who did not leave her home and that nun was taking care of her. She was paying someone to stay with the lady—I think one of the other nuns was staying with her, but she supported the elderly lady in her needs. It was the nun’s simplicity and especially her disposition towards others that were remarkable. And during the genocide nothing in her behaviour changed. And I think that knowing that—despite how broken we were by the events—I think knowing that gave me confidence in life, as if no matter what happens, I don’t have to necessarily expect the worst and I can believe that even one individual among the thousands can spark brightness. Later, whether at the orphanage or at school, I was lucky to have teachers who always listened to me, who always appreciated me as a student, well, I could see they loved me and that, I think, carried me forward. Also my schoolmates, even when leaving the orphanage, even when ... many people were saying “This child won’t get anywhere. She’s taking her younger brothers out of the orphanage. What will happen to her? She will become mayibobo, she will become ikirara, a street child.” Despite that, my classmates who knew me, and even their families whom I got to know through my classmates, were supportive. And then there was Donatille and her husband Fénariel who welcomed us without knowing us. Donatille was someone exceptional, she was ... a very kind, very generous woman who was really there for us during a difficult time. We ... it's as if we were sisters, we didn’t know each other, but she regarded me as her younger sister and she loved my little brothers as she loved her own children. So, there were many positive things. Today, we’ve moved past this situation and when we look back on it we realize that it has weakened us, but that there were a lot of things that ... that, despite our vulnerability at the time, helped us get where we are today. So, I think that's it. Life here or there, well ... I was living in that situation, but I can’t say that ... that it was dramatic. Perhaps it seemed dramatic on the outside, to the people observing the situation, but I never experienced that. Our situation was what it was, I couldn’t stop and analyze it, so I lived with it and I carried on. But it's really thanks to ... to all these people that I’ve met. And then, when I arrived here, you were here, Emmanuel and Callixte were also here.",Interviewee,Tension
"That was my next question. How is it that we are now speaking here, in Canada? When did you arrive? And how?",Interviewer,-
"... Actually, after my studies in Rwanda, I got a job in [inaudible] in Kibuye ... but I liked to study, so I entertained the idea that if the opportunity presents itself, I will continue studying. So, I learned that there were scholarships for students from the Francophonie, I applied and I was lucky to get one. The destination was Canada. So that's how we ... [laughs]",Interviewee,Tension
You came as a student?,Interviewer,-
"Yes, I came as a student. I arrived in Trois-Rivières and I think that was the moment when I started to look back and to see that it wasn’t ... a normal or an ordinary situation. And that’s ... how I could get in touch with Emmanuel and with Callixte with whom I spoke, I think, in the first months after my arrival in Canada. And that’s how it happened. Emmanuel and Callixte asked me to share this experience in public and so here I am with you today! [laughs]",Interviewee,Tension
"How ... how does one arrive in another country, so far away, and, after all you’ve been through, leaving behind brothers and sisters? How do you live your new life? How are you adapting? You say to yourself, “I’m there.” How do you reconcile being here and there, studying and [inaudible]?",Interviewer,-
"... I think a big part of me is still there ..., so I think I live here physically while I’m often there mentally. And even if it's not there as a physical place, it's there as an experience. So ... all the years I lived in Rwanda, that’s what ... made me who I am. I came here as a student, in conditions ... in good conditions, compared to everything I went through there. Being here has allowed me to go back…, well, it gave me the time to think about what I had experienced in Rwanda. In recent years…, actually, all the years that I’ve spent in Canada have been years of reflection. I don’t know if I’m really integrating in the culture here [laughs] or if I'm inside my shell. At the same time, I’m starting to have a social network in this country—I have friends in Trois-Rivières, people from my cohort in graduate school, people from my summer work, people from the place where I teach French in the summer, so I meet a lot of people, and I embrace ... I more or less embrace the culture here, Western culture. I also think that having shared my experience on different occasions ... I think that has also allowed me to ... to adapt, in a way, to adapt by accepting … who I am. Although I should not remain in this role of a witness, because it’s a vulnerable position, but I ... being here as a student … has also been a kind of a stepping stone for me.",Interviewee,Tension
"Yes, I was wondering—when you arrived, the community was there to support you—was it more the Canadian community in Trois-Rivières that helped you integrate? Or were there Rwandans? Or both at the same time?",Interviewer,-
"Both at the same time. Well, there was ... when I arrived, Emmanuel wasn’t really here, he put me in touch with Callixte. But it was mainly with a couple of friends from France, who were also foreigners in this country, that I built a very strong friendship, right from the first months of our studies in Canada, and these friends later came to Rwanda and I went to visit them in France. So, with them it was ... and with other Québécois friends who joined our group towards the end of the master's degree. It was ... it was much more the community ... So I think it's both, it's the Canadian community, well, the Western community, but also a large part of the Rwandan community. Actually, there wasn’t a Rwandan community in Trois-Rivières, but I was in contact with Page-Rwanda, although not regularly. And then I met Josée, Josée Gicali, who had known my paternal grandparents whom I didn’t know, and it…, it helped create a very strong bond between us. So she also helped me integrate in the first months, and later I expanded my horizons elsewhere.",Interviewee,Tension
"Listening to you reveals that you’ve found friends in both communities, the Canadian and the Rwandan one. How would you compare the conversations you have with Canadians, well, with Montrealers, Quebeckers, Ontarians and when you find yourself in a conversation with Rwandans?",Interviewer,-
"I think…, well, I’ve never compared them, it's a bit of a difficult question, but I think it's different. Most of the Rwandans I meet here are survivors so ... obviously [?] ... [laughs] we speak ... our language. I remember the first time I was in Quebec City before meeting other Rwandans, it was ... it was wonderful to see ... I was at this place where they were performing dances from different cultures—it amazed me to see my culture in Quebec. Most often, when Rwandans get together ... we talk as if we’re still in Rwanda ... we also talk about our experiences during the genocide, we talk about everything, actually. ... In the company of Canadians, we talk about a bit of everything as well and we share our experiences too, but our experiences are very different. So, they’ll talk to me about vacations and I'll talk to them about Rwanda. Maybe I will slip in a few words about my experience ... During my first months in Canada, that’s all I was talking about and I felt overwhelmed, so today I don’t talk about it much. But at the time, I spoke about it often even to Canadians and to my French friends so it wasn’t ... But they are removed from my experience, so the conversation takes on another shape and there is a very big gap between what they tell me and what I tell them. Still, they were listening, they were very ... they didn’t rush or pressure me, well, I have been pressured, but not ... not on the part of these friends.",Interviewee,Tension
What would you like Canadians to know about you?,Interviewer,-
"I don’t know [laughs]. ... It's a question of mutual acceptance. Sometimes we can be suspicious, thinking that Canadians haven’t lived through such major events, but ... they also have things to share ... I think it's a question of ... opening up to the experience of others. But it shouldn’t go in one direction only: just because we’ve had a painful experience doesn’t mean that we should not listen in return. I think that the history of Canada also contains some traumatic events and I think that sometimes we must accept to open ourselves to positive experiences. And especially when we’re talking about a genocide, I think, it's an issue, a phenomenon that is of concern to everyone. So during those conversations, it's not only about listening or accepting my experience, but it's much more about using this experience in relation to others, since, I think, genocides continue to happen, but they don’t happen twice in the same place. They always happen to other people, other places. So, I think that not only Canadians, but everyone has to become aware of our experience. That’s the greater usefulness of witness accounts— if possible, to protect others in other places.",Interviewee,Tension
"And what would you like Rwandans, your community, to know about you and that maybe we don’t already know, maybe we [inaudible]? If it were necessary ...",Interviewer,-
