Content,Role,Predicted Label
"Listen, you just mentioned it: indeed, not a day goes by that we don’t think about the genocide, whether we are survivors, like you, or whether we are not necessarily survivors in the strictest sense of the term, but we are so by proxy, because when we say that a genocide is a crime against humanity, every sensible person feels that it’s a crime committed against the whole of human race. And there are two questions we often ask ourselves. You touched on the first one briefly—maybe you could go back to it… So the first question: How have human beings come to this, to do such things—the unimaginable, the unspeakable, the incomprehensible? And the second question is: What can people who have lived a tragedy like that, a genocide, do to get through this? What path do they take? Where does their strength come from?  Because often—you know, when researchers, journalists see someone who has experienced tragedies like the genocide, they often think about post-traumatic stress, and they often ask about that—or about depression—but we see people like you, like your nephews here, who don’t seem to be, quote-unquote, “kuba barahahamutse,” and we see many survivors who are strong—where does this force come from? What keeps people going, what gives them strength? So, maybe that's—what do you want to start with first?",Interviewer,-
"The first question you are asking—How do people come to commit unspeakable acts? Essentially, this is a question about good and evil. How can one choose evil, the absolute evil? In fact… [long silence] When genocide perpetrators are questioned—I’ve never heard a single one of them, not a single one say that he’s committed the genocidal act with joy—they always look for nonexistent pretexts. In fact, these are also strategies of surviving the evil that they’ve committed. But in the heat of the moment, in the heat of the moment, you have to equip yourself with tools that will allow you to carry out that action. One of the most common such tools is to justify precisely the unspeakable, it’s the demonization, the dehumanization of the victim. The very name by which the victims are called—inzoka, snake, cockroach, vermin, rat—sanctions an act believed to be legitimate or acceptable or justifiable because one wants to eradicate something considered dirty, bad, dangerous or not acceptable. So if one thinks they’re killing a snake, if one thinks they’re killing a rat, a cockroach, one thinks that what they’re doing is cleaning. That's why it’s called “work,” gukora, right? Gukora is a noble act, work that ennobles the individual; gukora, an acceptable act. It’s when the heat of the moment passes that one begins to ask the real questions and one looks for strategies of survival after what has been done. So how can someone like that survive and find their humanity? They must first accept, define, name their true actions with real terms. They are—they’ve committed the irreparable. In fact, when we talk about reconciliation, in general, it’s—the person, the individual should first come to reconciliation with himself, because before committing this act, one was a human being. During the act, when one commits the unspeakable, one is no longer a human being. How to return to this humanity? It’s not me who’ll give it back to him, it’s up to him to come to terms with—to reconcile the beast that he became and the human that he was before. It’s a personal effort. And after, one can say, “What I did is unimaginable, do I feel remorse? Do I want to repent? Am I ready to ask for forgiveness? And how can I make the victim understand? If what I say is truly authentic, how can the victim understand that my actions are sincere?” There are very few people, among the killers, who accept to take that step. Whereas the second question, I think it’s more related to—",Interviewee,Tension
To the victims.,Interviewer,-
"To the victims! And here too, it is necessary that the victims reconcile first with their own selves, because they have been dehumanized, and so it is up to them to find again their humanity with the help of the existing services that can support them. Here, I think, the authorities, the government, or the authorities more broadly, can play an important role using the existing resources, but also the existing specialized services to which, unfortunately, not everyone has access. You mentioned PTSD. The last time we spoke, you told us that 72 percent of Rwandans—",Interviewee,Tension
Who don’t have access to that.,Interviewer,-
"So, first, knowing that you can’t remain indifferent or unscathed in the face of such a thing, and take steps to survive. But some people, in appearance, seem to be functioning normally. It's a decoy—it’s a decoy because everyone has been affected. How do people manage to give a semblance of normal life? That's another conversation, but what we need to know is that they’re bluffing. How long will this last? It depends on each person’s strength. Someone who breaks a leg or an arm and who doesn’t go to the doctor won’t always have a broken arm—the arm will heal awkwardly, and he will have to live with that. It’s exactly the same for survivors who are not provided services. You can’t say that what happened has been erased. But we also have the duty to survive, so we have to work hard to survive, not everyone is able to do it, some have given up and have died.",Interviewee,No Tension
The living dead.,Interviewer,-
"Yes, and even some who have literally died. We had a case in New York, for example, where a young person was found completely frozen in the backyard of a house, he was Rwandan. So there are—it’s extremely difficult.",Interviewee,No Tension
"Hence the importance of maintaining solidarity because there’re many people like that. I like a lot what you just said: that it can’t leave us indifferent, and furthermore, it can’t leave us unscathed, without affecting us on some level.",Interviewer,-
"It’s not possible. One can’t deny it. Can’t deny it. [silence] Because, you see… [sigh] And this also perhaps goes back to the previous question you asked about who is considered a survivor. We have children, these children will have children—can we say that those children are survivors? Absolutely. That's precisely the message that should be sent to people who label others, isn’t it? Because if my son asks me, “How come I don’t have aunts, uncles, grandparents?”—what explanation do you want me to give to a child who was born in Canada? And what will be his explanation to his own children? I think we should be honest with ourselves and think beyond our own little ego and say, “Yes, it concerns us all.” There is not one who is more concerned than others—everyone is.",Interviewee,Tension
"One thing is striking, and I would like you to share your point of view on this. Rwandans and Africans in general are believers. Rwanda was and remains, without doubt, the most Christian, the most Catholic country in Africa. You have studied at the seminary—what about your faith? Has your spirituality changed or evolved, and in what way?",Interviewer,-
"It has changed in the fact that… I remain a believer with all the conviction in my faith that I have always had. I am still a believer. What has changed is my attitude towards the intermediaries between me and God, that's all. And I’m including everyone in this. I think I follow the precepts of what I’ve learned in my Catholic religion, but I’m also thinking: all the intermediaries between me and God, starting with the priest of the parish all the way up to the pope—I now choose my people. Just because you’re wearing a cassock doesn’t give you the authority to teach me how to live my faith. The best prayer for me—for anyone—are one’s actions, not memorizing the Bible or the— [inaudible] For me, it’s not that. Show me how you live in accordance with your faith, the rest is blah-blah. My faith is very strong and that has helped me a lot. But, as I’m saying, the intermediaries between me and God—I now choose my people. In all religions, there are wonderful people. And in all religions too, there are also scoundrels.",Interviewee,Tension
"And this attitude towards the intermediaries, is it a result of the genocide, or was there a trigger prior to that, when you started questioning— [inaudible]",Interviewer,-
"The first trigger was my Bishop, whom I’ve told you about. And I have many stories to tell about that—it’s not the first. I’ve seen things that are incredibly difficult to accept. And this coming from someone considered to be pastor of the people. I had the opportunity to meet him on a plane, with Bishop Rubwejanga. Rubwejanga saw me and he recognized me and said, “Hey! How is it going? It’s you—” And then he said, “Come to see Bishop Gahamanyi, say hello to him.” I said, “No way!” He said, “Why not?” “You know well why not, Bishop.” And he said, “I understand.” We were three friends before we left for Burundi: François Buseruka, Rubayiza Emmanuel and myself. Before we left for Burundi, we went to seek advice from Bishop Gahamanyi. We all met in Butare, we all went there, we went to his house. When we arrived at the entrance to his place, the concierge told us—we gave our names, we told him that we had come to see Bishop Gahamanyi, to ask him for advice before leaving the country. The concierge went—the Bishop had a two-story house—and we could see him on the second floor, reading the breviary. The concierge went to talk to him. I saw the Bishop going into the—then a few minutes later, the concierge came back downstairs and told us, “I’m sorry, he’s not here.” “He’s not?” “No.” “Where is he?” “I just learned that he’d left for Kigali this morning.” Okay. We weren’t surprised because we knew the kind of man he was. Then, after the concierge came down, we asked for some paper to write a letter. We wrote it together. I won’t go into the details of its contents, but it basically said that it was over between him and us, because we saw him in his house, we told him that we had seen him and that’s why all three of us had decided to no longer be priests.",Interviewee,No Tension
"Earlier you mentioned the importance of talking to your children who are also survivors—the fact that they don’t have grandparents, they don’t have aunts. Sometimes the kids are given homework from school: go ask your grandparents how they did things in their time, how they were celebrating or organizing weddings, baptisms, etc. Obviously, to these children’s parents, who are survivors, this always causes anguish. When you see your children, listening to these horror stories, would it—how should I formulate the question?—as a parent, one may be concerned: “Can the fact that my children know what happened to their parents affect them? Can that follow them throughout their lives? Can it hurt them? But on the other hand, one wonders: “Is it our duty to pass on to our children what we have lived through?”",Interviewer,-
"Well, I think we have the duty to our children to teach them where they come from. It is a past that’s hard to accept, but what can we do? We’re talking about the transfer between generations of what happened. If the theories that, for example in Jewish communities, second-generation survivors still feel the “effects of the genocide,” are true, then it must be true for our children too. Knowledge has to be passed on, it all depends on how you phrase things. Maybe you have to choose a good moment and little by little make them understand what happened. But it’s difficult to avoid creating, in the future, useless extremists. That’s the difficult thing: how to transmit a message that is pure, authentic, real and without creating unnecessary, dangerous extremism, because all extremists are dangerous. So how can we pass on this heritage so that they understand where they come from and in a way that, perhaps, gets them to fight the evil as soon as it begins to appear elsewhere or within others, and without necessarily venturing into extremism. All the while being aware, precisely, of where they come from and what had taken place. That’s what is most difficult. But it’s our duty.",Interviewee,Tension
"And I think that someone like you who does conflict resolution—it’s a mission, obviously, that we can understand well and we can commit to it and at the same time we realize how hard it is to make others understand this, including the people around us. Among the—this past—you were saying just now: “The country might be a country of horrors, but my wish is to grow old in my country.” So there is a very positive image you keep of this country, despite everything. Is this a way of reconciling with this country which is also a country of horrors?",Interviewer,-
"I think I’m an individual who is part of a lineage. My great-grandparents, my grandparents and my parents made me who I am and they left us something tangible: the [estate?], so to speak. I've been there, everything they’ve left us there is intact, it’s wild with vegetation, but it’s intact. I think that growing old there would be a great challenge, to carry on the family line and to pass my testimony, so to speak, on to Jean-Blanchard and the other children.  It would be unfortunate if those who wanted to exterminate an entire nation would be able to say: this used to be the place of so-and-so, the same way we now point to Nyagakecuru’s property on the summit of Mount Huye—there are no children, he has no descendants. I am alive, I have to go back home one of these days, and I also think that’s what they are thinking [points to his nephews]. I would like to build a house there and grow old in it. But on the other hand, aging without being cut with a machete [laughs]—can that be guaranteed? But all in all, I think it was the best option, to continue this legacy so that it endures, yes.",Interviewee,Tension
"You have received a really beautiful legacy from your grandmother who gave life, who helped people be born, who was taking care of—she has passed on to you something very profound and that’s what you continue doing. It’s transmitting this life force, this energy of life to overcome conflicts, to be stronger, to continue living. Earlier, you briefly touched on the many different kinds of mourning, difficult to bear, since it was only last year that you finally learned how your parents had died. And without a doubt, I think mourning like that also connects us to many other bereavements because it’s not only our parents that we’ve lost, it’s also friends, it’s also neighbours, it’s also acquaintances, colleagues and also in some sense the bereavement of a country—a country that is not what we would like it to be. Are we going to get through this? Can a mourning like that… Usually, at a funeral, we perform the burial ceremony and then we have the impression that we have done what needed to be done and we can move on to other things. In the case of the genocide, is it something—is it a process that can be completed? Is it a—",Interviewer,-
"I don’t think we can complete this process, because the act of a genocide is written in letters of blood and fire that remain indelible and… We have the duty to remember, but when we think about memory we also have to think about everything that memory entails, if you see what I mean. Life must continue except that life does not continue as we think it would, that’s the problem. We live with it, but we make the decision to continue living and that’s why we’re called survivors. So, the mourning of an entire people [silence] is unfortunately now part of the identity of an entire people, on whichever side we are, we can’t escape that so easily. We can’t escape that so easily… If, for example, the genocide of—well, the Jewish people took place primarily in Germany or Poland, in Auschwitz, Treblinka [inaudible] and so on, it didn’t take place in Israel, but the duty to remember is everywhere, even in the United States, in Montreal, Canada. Overcoming this means finding in such barbaric, savage act, in the absolute evil, the tools with which to gather the strength that would allow people to go forward, and that’s possible. And that’s why to say that we can get through and erase [gestures “to erase” with the hand]—that's impossible. But, I think, it’s about refusing destruction in the name of moving forward. And of course the fire that can—the energies that can make us progress towards that future, it is precisely memory and all that it entails, so whether we like it or not, that’s what we have.",Interviewee,Tension
"I would like to end with two questions. In fact this whole process of—you have thought about it a lot and during our meeting last time, you did a—you initiated a questioning, an exchange on this topic. Unfortunately, time restrictions didn’t allow you to purse this further. And now, the intention of the people who will listen to your interview that you have agreed to make public—it could really help because you have made a first step in that direction. First, you made a distinction between forgiveness and reconciliation. So, I wish we could—that you could talk about your understanding, first of all, of reconciliation. Obviously, for people in Rwanda to be able to continue to live together and build this country, we say: “people need to reconcile.” And indeed, one wonders how can people live in that country after what happened without there being some reconciliation? So when I speak of reconciliation, there are, on the one hand, the current actions carried out by politicians, by priests over and above the population of the victims and also the genocide perpetrators; there are people whose objective is reconciliation. They have their way of doing things. I’d like to hear your thoughts about that first, your point of view on these different ways of approaching reconciliation, and if there really should be a reconciliation—how do you see that? We will talk about forgiveness after.",Interviewer,-
"Well, for me, reconciliation necessarily involves all the actors: the victims as well as the perpetrators of evil. Each actor has a role to play. Meaning: those who have committed the crime must accept that they have done so and must be able to express all the evil they have caused, to name it in full and to assess its depth, its magnitude, and to be able to say that to the person who has suffered.  The individuals who have committed the crime must also—must be open to showing remorse, to demonstrate their impossibility to change the past, to assess rightly that what they have done is beyond repair and that they therefore humbly ask for forgiveness; that they express their repentance in front of the victim for what they have done. Before that, of course, as I was saying, reconciliation begins within one’s self. You have to recreate and revisit the person that you used to be, right? Before making that step, right? So first you have to recover your lost humanity because before dehumanizing the other, the victim, the perpetrator has dehumanized himself because that’s not what he used to be before. To make that step, to recognize the depth and magnitude of the harm that they have caused and to accept that, unfortunately, there are things beyond repair and that to continue living as a nation we must go forward. But irreparable doesn’t mean preventing people from living, but proposing ways and means, if only a minimum of reparation, even just symbolic, to show sincere repentance and recognition of the evil that has been done. On the victim’s side, too, life must continue and it must continue in a more or less normal fashion. To retreat in narcissistic pain is not a solution either. If the victim recognizes the repentance of the executioner as sincere, if the victim understands that the act of repentance is honest, if he understands that, indeed, no reparation is possible, but that nevertheless we must move forward, if he understands that accepting the executioner’s repentance can also make—it helps break open the abscess of resentment, the venom that he has been digesting from the moment the evil was done. I think that being open would help the victim in the process of healing. It would be good for the victim to open up and accept the repentance of the other, not to skip stages in the process, so to speak, but, at least, little by little, these are… It can’t be done in a day, it can’t happen in a year, it will take time, but we must let time do its work. That's why sometimes politicians push an agenda that can’t be pushed. It’s like a small wound, and this wound is internal. If you cut your finger at quarter past ten today, you can’t say, “Okay, at three o’clock I have to be healed.” These things are… Reconciliation requires both sides, absolutely. We can’t either—and this is important—it must be voluntary. Obviously, this also requires education and that, I think, is the great responsibility of our political leaders: to educate the people. But they too must be able to live up to this educational standard because, you see, just because one is a politician doesn’t mean that one is educated, about certain notions, at least. One has to have a good understanding of these things to get people to also understand them well. So, then—unlike forgiveness—forgiveness doesn’t require the presence of both parties even if reconciliation and forgiveness are linked. But forgiveness—I can forgive someone who isn’t present because forgiveness isn’t necessarily a gift given to the other; it’s a gift that one must first give to one’s self because it is in my own interest to break open this abscess and drain the pus that torments me and prevents me from living my life, right? So, I can forgive someone who isn’t present and I can forgive someone without telling them, that’s not their problem When I think to myself, “Starting today, I will erase this debt,” it’s my right to erase it. Okay. I don’t know anyone who says that “forgiving means freeing a person from a prison and then realizing that the prisoner was in fact one’s own self.” So I must forgive first for my own self before I do the same for someone else. We can forgive without reconciling if the person is not there, but we can’t be reconciled without both parties being present, that’s impossible. That’s why the survivors ask the same question: “Who do I have to reconcile with since no one showed up?” That’s it!",Interviewee,Tension
"We saw, in particular, in Germany, after the Holocaust, that sometimes it was the children—seeing that their parents wouldn’t ask for forgiveness, it was the children themselves, the descendants of the executioners, who asked for forgiveness.  How do you see this kind of—does this approach make sense? What is the value of asking for forgiveness by a third person, on behalf of the culprits who wouldn’t ask for one themselves?",Interviewer,-
"Okay, if the culprit doesn’t want to ask for forgiveness, no one can forgive for him. But if the culprit is not present, and his child asks for forgiveness, this means that through a process of education the child has understood that he can’t act, he can’t repeat the [parent’s] act. One can’t forgive through an intermediary while the culprit refuses to accept repentance. For me, that’s impossible. If someone says, “What my parents have done—and they didn’t have time to ask for forgiveness, but I’m absolutely certain that had they been here… And I’m here on their behalf and I am asking for your forgiveness.” In this way, there is at least an assurance that if this individual is asking for forgiveness in an honest and sincere manner, he wouldn’t repeat his parent’s actions. But if someone says, “Well, we have to finish the work” and his son comes up to me and says: “You have to forgive my father who is in the forests of Congo or elsewhere…” Well, listen, that makes no sense.",Interviewee,Tension
"Can I ask a question? Yes, I wanted to ask you just now, when you were talking about reconciliation, how can the executioner recognize that he has been dehumanized, that he has done something dehumanizing, how can this happen? R.B.: —to understand that he has been dehumanized—  And that he has again become… What are the means to achieve this? How have others done that, in times of other genocides? Was there—?",Interviewer,-
"Well, there is the effort of personal reflection that needs to be done and to come back to one’s own self, to define one’s self from before the act took place: “Who was I before?” Because there are three stages: before, during and after. Does the way a person behaves during the action determine the way a person will be after? So he says to himself: “Now I’m a criminal” or he goes into complete denial and always finds excuses for his actions, you see? To justify the unjustifiable, he finds reasons that are difficult to accept, it’s like the myth of Cain! So, you see, he’s trying to find a valid reason, but it’s not working at all, it will never be a genuinely valid reason because it eats him from the inside. That's why we say in Kinyarwanda and Kirundi: “You can run faster than the one chasing you, but you can’t outrun the one who’s running within you,” you see what I mean? So, how to remove that which is running within you? It is precisely to recognize what it is that is running within you. And before this thing ran within you, was that you? You see? How can I, before making the other two steps, return to that pervious state and say, “No, that’s unacceptable! I have to return to who I was before and rediscover my humanity.” But to go back to this humanity, one must also accept the inhumanity one has attained, either by oneself or by what you have learned from human experience, you see? So, the whole process of repentance begins with a personal conviction, to convince one’s self that: “Well, that's unacceptable, I did it, but I wasn’t like that before. How can I go back to who I was before? I can’t deny what I’ve done.” That’s it.",Interviewee,Tension
"Well, that's it! I wanted you to share your thoughts on this, from your experience. Are there things that—other things that you might like to share?",Interviewer,-
"Well, I don’t know if there are other things I'd like to share, except that I think that we still have a very, very long journey to go as a nation, and that what we are seeing here, outside of Rwanda, between Rwandans, is only a [inaudible: habit?], in fact, a summary, say, or a simplified form of what is happening within each person, within every Rwandan, elsewhere, in Rwanda or elsewhere. So, wherever we are, we—every Rwandan wherever he is, should be aware that if we ever want to become Rwandans again, we have to go through a very long process of education, of self-education, and to personally make the decision to become what we must become. We must not be forced to do anything, we must first believe in what we want to be.",Interviewee,Tension
"And that's the goal of this research, precisely, not only to initiate a dialogue, but to bring people together, and not just Rwandans because a genocide is a crime against humanity and that's why our team is multidisciplinary, there are people of different nationalities. Together, we can reflect on that. This horrific event has happened not only in Rwanda, but unfortunately we see that genocides have happened elsewhere as well, and so we need to focus on what we share as citizens of this world and to see what we can do together to prevent this from happening again. When we say that it can’t happen again, this must be everyone’s will.",Interviewer,-
"Yes and what worries me in this sense— [silence] —is that someone says: “Protect me from my friends, I can take care of my enemies.”",Interviewee,No Tension
It’s not— [inaudible],Interviewer,-
"Yes, I think it’s [inaudible] because in the Rwandan community, in the diaspora, we have, quote-unquote, “friends” who love us to death, and I say “to death”—they are extremists who aren’t necessarily Rwandans, who claim to love us, but who only wish our death—who find other reasons to justify the genocide and even those who have committed the genocide are starting to flee. No, it’s unacceptable! There are people, non-Rwandans, who claim to love us, but who actually hate us more than those who carried out the genocide. How to justify the unjustifiable—it happened in Rwanda and they are not fools; some of them are politicians, intellectuals, they are people who go to—who explain why it happened the way it happened, and who dare write things that even the devil couldn’t imagine: how are we going to solve the problem these people are causing, I don’t know. Frankly, I don’t know at all. We don’t need this kind of people, we don’t need them at all—let them take care of their own frustrations and I think that’s what drives them to justify the unjustifiable. But they should leave us, give us the chance to move forward in our own way, as we were before, despite all the dehumanizing acts that have taken place. That’s all I have to say.",Interviewee,Tension
Thank you very much.,Interviewer,-
Thank you.,Interviewee,No Tension
"Thank you for bringing the children and I think that—it really is a proof of love and a very good education. Because it starts with the people who are close to us, when we are convinced of something—it is first with the people who are very close, and these children who—I am attentive to that and I hope that they will continue the mission that you have begun.",Interviewer,-
,Interviewee,No Tension
