Content,Role,Predicted Label
"Yes, they knew we were going there and they were saying—the militiamen were saying, “Tell Kagame that we will meet him one day.” [laughter] And then—throughout this whole journey I was praying; I couldn’t believe it—I couldn’t believe it… I was praying and I was thinking that if we died, at least I’d be ready for that. [laughter] Then, suddenly, I saw the RPF soldiers and—ah, things shifted in my mind and it was strange to think we were safe. And that’s when I started to cry.",Interviewee,Tension
That’s when you started to cry?,Interviewer,-
"[Nods] That’s when I started to cry, realizing that I was going to survive and being mad at myself—it’s weird, huh? I was angry at myself to have survived. I started to get mad at myself, seriously, I didn’t want to live anymore. I was either thinking about all the people who had died or I was mad at myself to still be alive. It lasted for some time, this feeling. I hated myself. I didn’t love myself at all, I hated myself. It seemed I didn’t want to survive. Finally, I grasped that it was all real—I was really there. It’s as if I had betrayed my people, I had betrayed them and that was the reality, it wasn’t a dream, no. But during all that time when we were in Kabuga—that’s a suburb of Kigali—I wasn’t doing well. No, I wasn’t doing well at all. I was confused, really, I was—I was confused. I was seeing people getting back to their lives, regaining the desire to live, but I was—I felt guilty about that too. I said to myself, “Why am I not like the others? Why am I not happy?” I wasn’t happy to have survived, I felt guilty. I thought, “I’m not normal, I’m not—” [is thinking about the word]—that I’m not grateful. I felt angry at myself and at the same time I was thinking, “Why should I be grateful? Why did you live, why did you survive?” It was confusing.",Interviewee,Tension
Yeah.,Interviewer,-
"Also, my wound was infected, I wasn’t doing well at all, I thought I had malaria too. Yes, I looked at myself and I didn’t love myself at all. I was like a—I was like dead or as if I was in a dream, in a nightmare and I didn’t want to wake up. I—then—when we were in Kabuga, I could see people getting furniture, getting the things they needed to carry on with their lives—there were abandoned things, abandoned houses, stuff left on the side of the road, and everything. It was as if people wanted to get out of—",Interviewee,Tension
—to rebuild—,Interviewer,-
"—to recover, while I had no desire for any possessions. I remember, one of the people who passed by, he was from my region, he had been a refugee in Burundi—he passed by with his car and he said, “Hey, Josée, are you alive!” I said, “Yes, I am alive.” Then he said, “I’m leaving now, but I’ll be back tomorrow—what would you like me to bring you?” I said, “I don’t need anything.”",Interviewee,No Tension
[laughter],Interviewer,-
"He gave me some money, I refused, I told him I didn’t need it. [laughter]",Interviewee,No Tension
"Oh, honestly…",Interviewer,-
"Honestly, he gave me money, but I—no, I refused, I said I didn’t need it. “Do you need any clothes?” I said no. [shakes head] I said I didn’t need anything. I was just there, in the present moment, the way I was—I wasn’t thinking about how I was going to live tomorrow, I wasn’t thinking about that.",Interviewee,Tension
It wasn’t your problem anymore.,Interviewer,-
"[laughs and shakes head] No, no, no.",Interviewee,No Tension
So how long did you stay in Kabuga?,Interviewer,-
In Kabuga—,Interviewee,No Tension
Before returning to I don’t know where after that?,Interviewer,-
"Do you know what happened to me afterwards? Oblivion, amnesia. I can’t tell you how long we stayed in Kabuga, I can’t tell you when we left for Kabuga and on what date we left Kabuga—no. When I think about it, it’s like a single day that is being drawn out. I completely lost the notion of time. That may have helped me survive, but my capacity to remember was blocked.",Interviewee,Tension
"And so, at some point—I don’t know when—where did you end up going?",Interviewer,-
"The people around me were becoming restless, [laughter] they were looking for food, they—I was also there, but it was like I was in another world. Luckily, I reunited with my brother.",Interviewee,No Tension
Aaah… S.G.: Well! Tell us about that!   Where and when?,Interviewer,-
"He was alive. [nods] Where? It was—I saw him suddenly, it had been four years [or months?] since I had seen him.",Interviewee,No Tension
"What I was going to ask you was—we talked about Saint Paul, Mille Collines, Kabuga, which you have completely forgotten about… But I was going to say: During all this time were you alone, did you know where the other members of your family were?",Interviewer,-
"Yes, I knew, I knew they were dead.",Interviewee,No Tension
"For you, they were dead?",Interviewer,-
"Yes, except my father.",Interviewee,No Tension
"Oh, so you knew that he was alive?",Interviewer,-
"I learned it afterwards, in August, after our return to Kigali. I was wearing clothes again, washing myself, I was living alone and beginning to accept what had happened. That was also when I decided to take on my father’s name. I thought I would call myself Gakwerere, because in Rwanda we don’t carry the family name. And I talked about this to my friends, they were laughing, but for me it was serious. The first thing I was going to do was—well, on the identity cards that we were given, I was going to adopt the surname… And then one day in Kigali, I was with a friend, and I met this person, the same one I met in Kabuga, who wanted to give me something, who wanted to give me money, and he said to me, “Josée, do you know that your father is alive?” [makes a facial expression of shock] [laughter]",Interviewee,No Tension
It was like you were dreaming…,Interviewer,-
"No, no, it was like my spine broke in half, I was unable to stand upright. I sat on the asphalt, I started crying [laughter] and I said, “No it’s not my father, it’s my brother you’ve seen.” The youngest one that was killed. I said, “No, I don’t want to hear you say that. I don’t want my father, I want my brother.” [laughter]",Interviewee,Tension
The youngest?,Interviewer,-
"Yes. [wipes tears] No, it was—[laughter]—no, I said, “You’re wrong. It wasn’t him. It was my brother, tell me it was my brother.” [I was saying that] because I simply couldn’t imagine my father being able to survive this. He said, “No, it’s your father, he’s alive.” And he told me where my father was and two days later I took—there were taxis operating, going all over the place—I took a taxi and a bus. I went to see him, he was in a camp in Gitarama and then—",Interviewee,No Tension
And he wasn’t with your brothers nor with your mother?,Interviewer,-
"[Shakes head] No, he was alone. He was alone. And, oddly enough, like me, he had also learned just two days before that I was alive. A woman from Saint Paul who—I don’t know how—she went back to her region, looking for members of her family, I think, and she recognized my father and told him, “Your daughter is alive.” My father had the same—he had the same reaction as me: he told me it was like he heard something blowing on his face and then he lost consciousness. I went to look for him. I couldn’t recognize him at first and he couldn’t recognize me, we had changed so much.",Interviewee,Tension
Yes.,Interviewer,-
"I thought that he had aged 50 years. And then—oh, the poor, poor man—I picked him up and we walked over to the road, we waited for the trucks to pass by, you could see the UNAMIR trucks. [laughter] We got on one big truck—me at the back and him inside the truck, he found a place in front, because he was very weak—and we went back to Kigali. I was sharing a house with some friends, also survivors, for me they were my family and they welcomed him as if it was their own father. We had—I had found a bed, sheets and a mattress, new clothes, shoes—",Interviewee,No Tension
You had started to live again.,Interviewer,-
"I had planned everything. I had bought everything necessary. I had asked people to lend me some money; I was not ashamed to ask for money. Then he arrived, he took a shower, I burned all the clothes he was wearing because they were full of lice, yes, I burned everything. He washed, he put on clothes, he had something to eat. He ate for the first time—well, not the first time, but it had been so long that he had forgotten what food tasted like. And it was like he was brought back to life. Then we started talking, telling each other everything that had happened, the horrors he had lived through. He had spent three months in Bisesero, in the bush [inaudible]. My brother then found us, he came to pick us up and we all settled in a house, and we had nothing, nothing, really nothing, but we weren’t concerned about that, we were living, we were living on very little. [laughter]",Interviewee,No Tension
Oh my god.,Interviewer,-
"We survived on very little, in fact. I would leave in the morning—in August, there wasn’t much that was working, but things were beginning to function again, and we were subsisting. We weren’t concerned with eating or drinking, we didn’t need—we needed very little. The human presence, on the other hand—that felt very good: to reunite, to find each other, us, survivors, to tell our horror stories, to go to Mass to pray—Mass was held not far from where we were, we went every night, my father and I, and while walking on the way there and back we talked or we would bring orphans to stay with us, and that’s it.",Interviewee,No Tension
I don’t know if I can ask you this…,Interviewer,-
"Yes, go ahead.",Interviewee,No Tension
What did you learn about those whom you never saw again? You found your father—,Interviewer,-
Yes.,Interviewee,No Tension
You found your brother.,Interviewer,-
Yes.,Interviewee,No Tension
"And the others, what did you learn about them?",Interviewer,-
"Actually, I learned that my mother was killed the same day—no, it was April 9. People were starting to flee, the situation was getting more difficult, people were leaving their homes to go to the churches and public places like that, and they were encouraged to go to the churches. My mother was getting ready to go to the church as well and she told my father to go scare the cows away. [laughter]",Interviewee,Tension
"We are laughing, but [the cow is] something very valuable.",Interviewer,-
"It was very, very valuable. She said, “Take the herdsman and go scare the cows away.” The cows had to be sent away to the mountains of Bisesero, far, far, far away—the cows were also affected by the genocide.",Interviewee,No Tension
Yes.,Interviewer,-
"So my father went out of the house, he left quickly—",Interviewee,No Tension
—with the cows—,Interviewer,-
"—with the cows and with the herdsman—we had a whole herd, especially the calves, the little ones that had just been born, my father and the herdsman had to carry them on their shoulders and walk to—and my brother, the one who was killed, along with my other adoptive brother, they were also out to see if—they went to the highest place on the hill to observe from there what was going on, and they didn’t come back. They—people were saying, “Hey, you, the fugitives, go quickly, go either to the church or to Bisesero in the high mountains, but don’t come home.” So that’s how they left. And my mother was preparing to leave too. There was a girl who was living—a cousin who was there with my mom and also another girl who was living with us—oh, that girl survived, she was the one who told me the story afterwards. My mother gave her the keys to the house—my mother always had a bundle of keys, and she said, “Take the key, if anyone survives, you will be able to open the door to the house for them.” And, apparently, while she was saying that, she was also praying the Rosary, the girl told me. Then they attacked the house and my mother, my cousin, and this girl, they ran out, in the other—in the opposite direction. But the killers ran after them. And there was a man on the hill on the opposite side who told the killers, “That’s where they are, go through there, go through there!”",Interviewee,Tension
Ouch.,Interviewer,-
"And a few meters away they slaughtered them with a machete, my mother and my cousin. This other girl, she went—she hid with a Hutu family. What else was I going to say? Then they went to our house and they took absolutely everything, everything: the doors, the windows. What they didn’t take was the cement that covered the floor, that’s the only thing they couldn’t take. So that’s it, they took it all. They thought that even the old pot was worth something or that an old basket had some value. Apparently, they took everything. There was a jerrycan filled with gas because we didn’t have electricity in the village, we used candles to light the rooms in the house, and my mother was buying large quantities of gas. They came across that and they were convinced that the gas was to be used to burn Hutus. Then they waited for my father, they went to look for him and for my two brothers. And my father, after hiding the cows, wanted to go back, but people said, “Don’t go home, they’re waiting, they’re waiting for you. Your wife, the children who were there—finished, your house—forget about it.” So my father remained in Bisesero, on the hills of Bisesero. So that’s the story I was told.",Interviewee,Tension
"And the young boy, your brother, your youngest brother?",Interviewer,-
"The youngest, my god—my father told me that someone else had told him that—in fact, my brother was attending the Grand séminaire, he was just starting, he was in his first year at the Grand séminaire. It seems that he was thinking of going to the—he thought he would be able to hide in the presbytery church, not far from the mountains. And while he was getting ready to go there, apparently they cut him to pieces. He was very tall, very, very tall, so it was the fate of very tall people: to be cut to pieces. We never saw his body; we never saw the body of my mother either.",Interviewee,No Tension
"So, we talked about 1994, we talked about you and your family. I also would like to talk to you about Rwanda or the general situation in the country and in relation to everything that took place. Were there any previous signs that suggested that this could happen?",Interviewer,-
"Oh yes. There are things, events we didn’t talk about, but that were, like, in—in—not in continuity, but in—that were in keeping with—which pointed to the same direction. As I told you, when I was 7–8 years old and we were made to stand up and were told “abanari hano, abahutu hano,” that was—it’s not normal to talk to children like that. And it’s not normal to indicate one’s ethnicity in—why was the ethnicity written on the identity cards? Or in a child’s personal file at school, from the age of 6, 1st grade? That indication was something that followed you throughout your life. So that’s not normal—that’s what I say is not normal. They knew what they were doing. I didn’t experience the events during the years of the Revolution, my parents lived through that, but we lived in the continuation of what had been started. For example, the information in these personal files followed you until you got your identity card where it was clearly stated that you were Hutu or Tutsi or Twa, but it also prevented us from continuing our studies. That was—that’s the real genocide. Preventing someone from studying is like killing that person, they are already dead. I think that was also part of the genocide; the genocide wasn’t only the outcome, it was [a process that was] already there, it had already begun. It was a very frustrating thing to do, preventing children from studying when they have the abilities; preventing people from having access to services, to jobs, preventing people from working is—it was—I think it was a continuation of what had started before. In fact, it had never stopped. Some people won’t believe it if you tell them that it had never stopped, but I know it, I feel it—it had always been this way. We were scrutinized: whether you had access to high school, what you were going to learn in high school, which section you were enrolled in in high school—everything was monitored. Going to university was almost unthinkable. There was—you had to do a whole lot of maneuvering to be able to access university studies. It was difficult, it wasn’t easy at all, everything was observed, it was—things were doled out to us until—they were aware, I think they knew that at some point they would finish what they had started. Yes.",Interviewee,Tension
When did you feel that you were finally safe—if you did feel that way at all?,Interviewer,-
"After the genocide, I honestly didn’t feel safe when the RPF took power, but I felt safe when I thought that we weren’t risking death anymore. That’s when I felt like the weight lifted. Unfortunately, we paid for that very dearly. But afterwards I could at least say: “I can walk down the street, I can walk with my head held high, I’m not ashamed of who I am.” I told myself, “I’m more or less safe.” But at the same time the old demons—",Interviewee,Tension
—returned.,Interviewer,-
"—were constantly coming back, all the time. I could see the consequences [of the genocide], the orphans, and I ended up thinking that I had gotten it wrong. I had—I became scared of the people who were coming out of the prisons. But it is only when I came here that I—a 100 percent—[takes a tissue]—this is another world, but nevertheless, I felt 100 percent safe. Yes.",Interviewee,Tension
Let’s talk about your departure—,Interviewer,-
I came here for—,Interviewee,No Tension
You just said “when I came here.” How did you get the idea to come here or to leave Rwanda?,Interviewer,-
"Actually, I would have liked to leave earlier, after I finished high school. There was a sister, a teacher, who admired—",Interviewee,Tension
A nun?,Interviewer,-
"—a nun who believed very much in my abilities. She believed that I must go to university at any cost. She would say to me, “You are brilliant, you absolutely have to—” But at the same time she knew that—she wasn’t telling me this openly, but she knew it was difficult, she had learned the history of the country, she knew it was very difficult. She even made arrangements for me to come here to study, to go to university here.",Interviewee,Tension
In Canada?,Interviewer,-
"Yes, but—I had to go to the [Rwandan] Ministry of Education to ask permission, that was the rule because I didn’t have any connections. Everything was monitored so you couldn’t leave the country just like that and go study abroad. I prepared my file, she helped me a lot. I had registered, we put together the file, we filed it with the Ministry of Education and then—there was no response. At one point my father went to the Ministry, I think he wanted to check something in his teacher’s record, and someone there told him—one man spoke to him in a way that was very hurtful to my father; the man said, “It seems that you want to send your daughter to study in Canada?” My father started to—he didn’t know what to say, so he said, “Yes…, no…” And the man said, “But who do you think you are?” My father understood what that meant and when he came back home he said, “Forget it.”",Interviewee,Tension
They won’t let you go.,Interviewer,-
"So I forgot all about it. And then I remember when I came here in 1999, the same nun came to see me; we were, by chance, in the—",Interviewee,No Tension
Was she Rwandan?,Interviewer,-
"No. We were in the same place at the same time. She came to see me and she asked me, “Do you remember your file?” I said, “I remember, I remember…” Yes, but it was afterwards that I got a scholarship, after all, to come and study here.",Interviewee,Tension
Aaaah.,Interviewer,-
"Yes, and it was a good timing—it was like a manna falling from the sky.",Interviewee,No Tension
"So, you had a scholarship to come study in Montreal.",Interviewer,-
"Yes, in Montreal.",Interviewee,No Tension
And then you stayed.,Interviewer,-
Yes.,Interviewee,No Tension
How did you manage that?,Interviewer,-
"Well, I stayed, yes, I stayed and made a life for myself here, as you can see.",Interviewee,Tension
So you decided to stay in Montreal.,Interviewer,-
Yes.,Interviewee,No Tension
"And why here, in Montreal exactly? Why not someplace else, another city?",Interviewer,-
"Because I arrived here first, I knew Montreal well and that is where I first got my bearings. I made friends in Montreal, you among them. That’s it.",Interviewee,Tension
"Yes, I wanted to talk to you about settling in Montreal—",Interviewer,-
It the beginning—,Interviewee,No Tension
"—meaning, how did you know where to go? Were there people who helped you, were there organizations that helped you? How did you manage—",Interviewer,-
"So, I didn’t even know—",Interviewee,No Tension
—to know what to do and where to go?,Interviewer,-
"Oh, since I was here to study, uh, I got help understanding the system, settling—",Interviewee,No Tension
Help from the university?,Interviewer,-
"Yes, well, the organization that was paying for my studies. And at the university as well, there were people ready to provide information. It was—I thought the way we were welcomed was great. Yes, yes, it was very good. And I had—there were Rwandans I knew who had come before me and we reconnected in Montreal; they welcomed me. They showed me how to take the metro. They let me stay with them in the beginning. They were very, very nice to me. After that I created my own network, a whole network of friends. And that’s it. But it wasn’t easy, it wasn’t—it wasn’t easy at first. It was like I was alone. I was far away from my social network [in Rwanda], a network I had formed after the genocide. The social network I built after the genocide was like—in fact, it was like another life had began. It was like making your first steps: we learn to talk, to walk, to reflect, to think. So I missed very much the people with whom I had started this second life because we had a kind of a symbiotic relationship. We had everything in common. [Coming here] felt like a baby who’d been separated from his mother, a little baby, so it was like—it was almost the same situation [as in Rwanda after the genocide]. We were really vulnerable and helpless after the genocide and with these people we created something new together—how can I explain it?—it’s like we had—like we maintained a symbiotic relationship, we were like that. [makes a gesture with two hands clasped together] We shared a common history, we had everything in common. So when I left that network, that environment, I felt lost. When I arrived here, everything was different, it wasn’t the same, and so I learned again how to live. That’s it.",Interviewee,Tension
"Did you find here, in Montreal some of the people who were with you at Saint Paul?",Interviewer,-
"Yes, later on, but not many, a few people, yes.",Interviewee,Tension
And was that relationship you were just describing still present? [inaudible],Interviewer,-
"Yes, when we would get together we would talk, and talk, and talk. It’s like—when you see the person who was with—with whom I was at Saint Paul, that person has something more than the others.",Interviewee,Tension
We are jealous. [laughter],Interviewer,-
"[laughter] It’s like, “Hey, so and so was at Saint Paul! We have so much to say to each other.” And yes, we do. There is a connection, we understand each other, we understood each other. Yes, unfortunately there weren’t many [people like that], but I built a network, a whole network of friends.",Interviewee,No Tension
"Now we see you here in Montreal, you are married, you have two children.",Interviewer,-
Yes.,Interviewee,No Tension
How did you meet your husband? What can you tell us about him?,Interviewer,-
"I met him at the university, he helped me a lot. One of my professors referred me to him, because this professor thought I had problems. He may have detected trauma problems, I don’t know. He told me, “I will refer you to this person, he’ll be able to help you, he’s a very nice guy.” We started meeting, he spent a lot of time with me, he listened to me. He wasn’t just a counsellor—no, no, he was listening to me and a strong connection was created between us. I saw him as a father-figure, as my father, as a great friend. In the darkest days…, just listening to me, asking me a few questions—he let me talk and it helped a lot, it helped me to find brightness in dark days. I could see light again. That’s how it started, the friendship was born like that and then after the friendship came love. And then we got married and had two beautiful children.",Interviewee,Tension
How long have you been married?,Interviewer,-
It’ll be eight years this year. We got married in 2001.,Interviewee,No Tension
When you talk about you two as “us”—is there a personality trait that comes to mind?,Interviewer,-
"He is an optimistic person, he brings joy wherever he goes—to me, that’s a very important quality. I can’t see myself living with someone who is not an optimist, who doesn’t spread joy around him. Yes, that’s it.",Interviewee,No Tension
Is he Rwandan or is he a—?,Interviewer,-
"No, he’s a Quebecker.",Interviewee,No Tension
Aah.,Interviewer,-
"[laughter] And he’s someone very generous, very intelligent too, very bright, he understands everything. He understands everything, you don’t need to explain much, to say anything, he understands. He might even be able to read a person’s state of mind. With him, I’m not worried about risking being misunderstood during difficult moments or when I revisit the darkest periods of my life or my past—he is able to understand everything and to refrain from judgement, to let me live through this as I want to, as I can, he lets me be. Yes.",Interviewee,No Tension
What is your view on the children’s upbringing? [laughter] You have a boy and a girl?,Interviewer,-
"Yes, a boy and a girl. It’s not always easy [laughter] because I have my African and Rwandan traditions and on the side of their father there is the North American, Quebec, Western education, so it’s not always easy. But at the same time this enriches the children, and we’re already seeing the results. Yes, yes, they are not—they are balanced, intelligent children, who are appreciated—my whole life is greatly appreciated—who know how to live together with others. So, combining the two [cultures] creates something good. At the same time their environment at school, it’s Québécois, it’s not Rwandan—but my influence… As a father he is very present. I am proud of this meeting of two mentalities, of two cultures, which initially don’t have anything in common, but which ultimately complement each other nicely. You only need to see the children’s openness to understand the society in which we live, to understand that they won’t live in the same world in which I’ve lived. Even in Rwanda it has evolved a lot. The world in which I was raised is very different from the one in which the children are raised today. There is a greater openness, so I don’t have to impose my upbringing on my children—no, far from that. We raise our children with the future in mind; we raise them so that they can adapt to this society, adapt to being good to others, helpful, compassionate, sensitive to the problems of others. Yes, that’s it.",Interviewee,Tension
"Sometimes girls and boys are brought up differently. I don’t know if you’re seeing—in Rwanda raising a girl and raising a boy—I don’t know if it was the same in your family. If you consider how you were educated, the values, the education that were transmitted to the girls, was it the same as what was transmitted to the boys?",Interviewer,-
"No, I can’t use my family as an example, because with us it was different. At home I didn’t feel a difference, I didn’t feel that boys were favoured—on the contrary. We had to deserve what we—to expect appreciation, we had to deserve it first. I never felt inferior to the boys because I was proving myself, I was good at school, I had good grades, there was nothing that predisposed me to be inferior to the boys. On the other hand, I’ve seen—for sure, [in Rwanda] boys were more favoured than girls. So if one of the children had to leave school because the parents couldn’t afford it, it was the girl who left school to help her mother. I wasn’t in—I was lucky not to live in such conditions. My parents knew the advantages of going to school, of education, especially since my mother had had the chance to study. They knew that it was very important for girls to study and even to go farther than they have, to live in better conditions. They took it upon themselves—they worked very hard, very, very hard [inaudible] they wanted us to go farther than they had, I could see that. So they wanted me to go to university at all cost, to go to university at all cost. Yes.",Interviewee,Tension
And with your own children—you have a boy and a girl—,Interviewer,-
I think that—,Interviewee,Tension
—is it going to be the same?,Interviewer,-
"Yes, it will be the same thing, we will offer them the best of ourselves, the best possible conditions, as far as possible. So yeah. I see no difference between a boy and a girl, frankly, I don’t see it, no.",Interviewee,Tension
"What would you do if—how—some children could be a bit difficult, others could be easier and still others could be doing things we, in the family, don’t like. And whether we like it or not…—how do you manage all that?",Interviewer,-
"Yes, for sure, we put ourselves in the child’s place—",Interviewee,No Tension
[laughter],Interviewer,-
"—and we say, “What’s going on in his little head?” But we’re also not making up stories, we show the children what to do. We talk to them, we must listen to the children. We must listen to them and we must talk to them. It’s true, children do stupid things, adults as well. And in fact, every time a child makes a mistake, it bothers me how we can get carried away, we are ready to punish the child. But I’m thinking to myself: adults do stupid things too, knowing full well that what they’re doing is stupid, and no one is running after them to punish them. So why are we punishing the children, who are weaker? Rather, [we should] try to understand what motivates the child’s behaviour, understand that and then listen to the child. Then everything will be alright. Maybe the behaviour is due to factors in our environment or aspects of our own selves, and when we understand that, we can take measures, we can talk to the child. Well, for now they are still young, [laughter] we aren’t confronted yet with the big problems, they are still very young, we have no problems with them. Yes.",Interviewee,Tension
"So what do you do for a living—how is your situation now in Montreal? Are you working, is your husband working?",Interviewer,-
"Yes. I had to interrupt my doctoral degree when my youngest child was born. I put everything aside, I think it was important to devote myself to my child, and I don’t regret it at all. And soon I intend to pick up from where I left off.",Interviewee,Tension
Have you been to Rwanda since you left? Have you returned?,Interviewer,-
"Yes, I’ve been back.",Interviewee,No Tension
How do you find the situation there now?,Interviewer,-
"Of course, there are many things that change for the better, I find. The country is changing a lot. I have the impression that when we leave a place, we think we will find it again as it was when we left, but that’s not what happens. Our lives are where we are, my life is here. I go back there to see family, friends, but I feel that my life is here even if every day, every day I think about Rwanda. Every day I think about Rwanda. I think about this little country that I love so much. I follow the news from Rwanda, everything that’s going on in the region, I am always up-to-date with the latest news. Rwanda is part of me, with the good and the bad memories, Rwanda is part of me. I follow all the news, I’m interested in everything. At the same time, I love this country too, this welcoming country, I like the people here, I like how open they are, I like their authenticity. Still, we check our history, our past, our education against the culture of our host country. But it’s going well, it’s going very well, we know how to distinguish between the two. Yes.",Interviewee,Tension
"So, after what you just told me, I don’t know if I need to ask you the following question, but would you consider going back to live in Rwanda?",Interviewer,-
"I think about it. [laughter] Yes, I think about it. Listen, when you leave your country at the age of 30, uh, you can’t completely cut the cord. I miss it sometimes: the sun, the hills, the birds… Sometimes I miss it a lot. That doesn’t stop us from functioning well, from living where we are now… But you never know, you never know, I remain open to the idea. I am not torn, though, I don’t feel torn. At the same time, I’m not closing the window to this idea: maybe, why not? Rwanda is still our country [laughter], our little Rwanda. I love our country. Yes, it’s ours, it’s my life.",Interviewee,Tension
"So you’re open [to the idea], you don’t know, it might happen or it might not.",Interviewer,-
"It might happen or it might not. I’m not unhappy here, I feel good here, and when I go back to Rwanda I feel good there too. [laughter] I don’t impose a limit. I know that when I go back to my country I’m welcome there, I’m welcome, I feel good there. And it’s the same when I come back here; I want to come back.",Interviewee,Tension
You feel the same in both places.,Interviewer,-
"Yes. [laughter] So I have two countries, in fact. Yeah.",Interviewee,No Tension
"Do you know of any Rwandans who have returned, who have decided to leave here and go live, settle there?",Interviewer,-
"Yes, yes, I know people who did, yes.",Interviewee,No Tension
"Have you heard from them about how it is going there, after their return?",Interviewer,-
"Uh, not at all. Some received job offers even before they left here, and they are feeling well there, they are doing well. But apart from that… In any case, if they weren’t doing well, they would have come back. Yes, it’s good to be able to benefit from living in your own country and to be able to apply there your experiences from here, and vice versa. Yes.",Interviewee,Tension
We’re almost at the end [of the interview].,Interviewer,-
Thank you very much.,Interviewee,No Tension
"I would like to know: When you think of Rwanda, what is the most precious thing that you miss?",Interviewer,-
"The human interaction, the connection between people, the warmth, the warmth and the sense of time.",Interviewee,No Tension
Time?,Interviewer,-
"Taking one’s time—I find that in Rwanda—well, in Africa in general and in Rwanda in particular—taking the time to talk to someone without running around, without feeling rushed, without being in a hurry… Warm personal connection, you know. Also, improvising, so to speak: deciding to go someplace on a whim, without planning. [laughter]",Interviewee,Tension
"Yes, I understand.",Interviewer,-
"That’s it. And the sun, the sun, the landscape, I miss the landscape a lot, especially during the long winters [here]. Yes, the landscape, the hot weather—I miss that a lot—but what can you do.",Interviewee,No Tension
"The commemoration [of the genocide] is coming up, in April. Is April for you a more difficult month than the others?",Interviewer,-
Yes.,Interviewee,No Tension
How do you cope during that month?,Interviewer,-
"It’s not rational; before I even realize that it’s April, I instinctively feel it and I think, “Oh, it’s April.” It’s like it’s programmed [in my mind]. Yes, it’s cyclical. April is a very difficult month. That’s when I start having nightmares, I cry for nothing, I am irritable, in my thoughts, I am with the people who are dead. Yes, that’s April. Right now, I can’t wait for April to come so that we get the commemoration—",Interviewee,Tension
—over with—,Interviewer,-
"—we get it over with and we move on to something else. Yes, April is a difficult month.",Interviewee,No Tension
We were talking about your children earlier—that may be the last question…,Interviewer,-
Yes.,Interviewee,No Tension
"Your children are now quite young, but when they grow up, would you like them to watch this tape?",Interviewer,-
"Yes, yes, yes, absolutely. If they wish. If I’m no longer around, it’ll be a memory, a great memory for them, they’ll know what I have lived through and who their ancestors were. We are lucky to have documents like this, and if my great-grandparents or my grandparents, or even my parents, had left an audiovisual document like this, to me it would have been something very precious.",Interviewee,No Tension
Do you think that one day you’d talk to them about it?,Interviewer,-
To the children?,Interviewee,No Tension
"Yes, about you have been through.",Interviewer,-
"Yes, yes, yes. I can’t wait for them to grow up. Already my daughter is asking me questions all the time because of my wound—“What happened?” she asks. I tell her I was hurt by the bad guys. I don’t want to lie to her, but I don’t want to say everything either because at her age it’s not good, she can’t understand. So, I just leave it at that. She is beginning to ask questions about her grandparents, about my grandpa, my grandma—on her dad’s side of the family and on mine too. On my side, she at least knows my father, her grandfather, but she asks, “What was my grandmother like? How did she die?” Well, I say, she was killed. “Who killed her?” Ouf, that’s tough. So yes, I can’t wait for her to grow up, to begin to understand. You know, at my daughter’s school, they talked about wars, but at their level of understanding. And her teacher told me that [my daughter] had said in class, “My mother was wounded in the war, she was hurt in the arm.” Yes.",Interviewee,Tension
She already knows quite a bit.,Interviewer,-
"Oh yes. Instead of learning it in a—perhaps in an inappropriate way and learning, perhaps, a distorted version of the story, it is better that I speak to her about it, that I present to her my version, my take on the facts: what I’ve seen, what I’ve experienced. Yes, it’s important. I’ll tell her everything—everything! I can’t wait for them to begin to understand so that I can tell it all. I don’t want anything left unclear—it will all be clear! Yes, I will tell them everything.",Interviewee,Tension
"Thank you very, very much.",Interviewer,-
I thank you. You’ve allowed me to open up a little. [laughter],Interviewee,Tension
Although it’s a sad topic and it doesn’t feel right saying that it’s an interesting conversation.,Interviewer,-
"It’s like—it’s like a weight that drops—well, not a weight, but it’s a load taken off, yes.",Interviewee,No Tension
"If you wish to add anything, you can call us.",Interviewer,-
"[laughter] Thank you very much. And thank you for the work that you’re doing, it’s very important and it’s interesting.",Interviewee,No Tension
Thank you.,Interviewer,-
"One day—well, I mean, the truth must be told. For sure, it won’t stop lies from flourishing, as they are now, with all the deniers… Still, it is necessary to speak up. There is a gentleman in Kigali who works for an organization in the field of dialogue and peace—they have a way of encouraging people from the two groups to talk to each other. He told me that their theme is umuryango utazimuye urazima. I have a little bit of a cold…",Interviewee,Tension
What does that mean?,Interviewer,-
Umuryango utazimuye urazima. In French kuzimura means—,Interviewee,No Tension
—to report—,Interviewer,-
"—to report in a negative way. It is kuzimura: I confide a secret in you and you report it, so tu kuzimura. But they say umuryango utazimiye: if a family does not—",Interviewee,No Tension
—does not speak—,Interviewer,-
"—does not speak, it disappears.",Interviewee,No Tension
"Oh, okay, I see.",Interviewer,-
"Yes, it is by encouraging people to confront each other through dialogue, to speak and face each other and then… If you don’t speak to your father—",Interviewee,No Tension
"—to your father, you would never know what your grandfather has said.",Interviewer,-
"—your grandfather, that’s right. Kinyarwanda is a good language—I encourage you.",Interviewee,No Tension
The saying in Kinyarwanda is: “Utaganiriye na se ntamenya icyo sekuru yasize avuze.” S.G.: Oooh.,Interviewer,-
