Content,Role,Predicted Label
"We can wish them to remain courageous, not to give in to weakness caused by the death of their loved ones and by other things in life. You must remain strong so that those who have caused you harm don’t rejoice at the sight of you going mad. Also try to talk a lot with others so you don’t have to be alone, because it’s better to talk than thinking about it alone.",Interviewee,No Tension
"This is the message you would give to everyone or only to the Rwandans on account of what happened to them. Before concluding, is there anything else you would like to add to our conversation?",Interviewer,-
"I think we talked about almost everything, even though we didn’t have time to expand on some topics. The message I would like to send is to say that it is good to discuss this together so that we always remember—because we couldn’t write a book. It would be good if you could talk with everyone else so that we continue talking about our genocide, because it’s us and no one else who will keep the topic open. I say it’s “our genocide” because we are the ones who have suffered.",Interviewee,Tension
What would you say to the Canadians who cross paths with Rwandans? What do they need to know about Rwandans?,Interviewer,-
"I would explain to them the genocide and what happened to us, because most of them ask us anyways about what caused it. So we have to take the time to explain who the genocide perpetrators are so that Canadians are not left with the impression that all Rwandans were perpetrators. They might meet a person from the other group and after hearing their perspective Canadians might think that the genocide perpetrators were the Tutsis. So we have to find the time to explain the causes of the genocide, its inception and who were the people who were killed.",Interviewee,Tension
"Is there anything that characterizes you more generally and that you would like to share with people, starting with the Rwandans? What would you like people to know about you?",Interviewer,-
"That’s a difficult question… What can I say… I’m just a survivor of the genocide and that’s all. What I can add to the previous question is to ask that we continue to teach about the genocide in schools so that the young children grow up knowing what it is, so that it isn’t something that only adults know about and that only this generation will remember, but on the contrary: that it is known from one generation to the next.",Interviewee,No Tension
Thank you very much.,Interviewer,-
Thank you.,Interviewee,No Tension
The next step is to help us teach that.  [End of session 1 of 1],Interviewer,-
,Interviewee,No Tension
