Content,Role,Predicted Label
"So, yes, as I was saying, uh, I lived in my small world of a white [boy], Rwandan, Indian, it was all good, I didn’t—and so my cousin who lived at home with us always came home very early—very early, at 5 o’clock he was there. I was asking too many questions: “Why are you always home? Why aren’t you going out? Aren’t you going to play basketball?” Sometimes I played basketball in our neighbourhood, and I would say, “Come with me, we’ll play.” He was always afraid to go out of the house, especially in the few months before [the genocide], especially in late 1993, early 1994, he was always at home. One day he said, “Listen, my parents live in Nyamirambo and I go to an Apacope school [Parents’ Association for the Contribution and Promotion of Education].” And I said, “Why are you living with us? Why don’t go back to your parents’ house?” He said, “Because going back to Nyamirambo is more dangerous than coming to Kicukiro.” I said, “But why?” He said, “Because we get attacked sometimes in the street.” In the Nyamirambo neighbourhood—he had to walk through there, and he said that it was dangerous, that sometimes he got stopped by the police and that even in his family home in Nyamirambo there were often—the militia would pass by, soldiers would pass by, just like that, and observe the young boys who were there; he was a tall guy and older than the others. It was only afterwards that I realized that all the young people of that age were getting arrested from time to time, they would spend the evening in prison, they were beaten up. But at the time when he was telling me this, I thought he was being stupid. I said, “No. What are you talking about? No. Come, we’re going out, we’ll play basketball.” And he didn’t want to, he didn’t. Once, I came back home from playing basketball and I was singing, I was whistling in the courtyard of our house and he said, “No! You shouldn’t whistle, you shouldn’t whistle. If they hear you, they’ll come here.” I said, “Who?” He said, “The interahamwe! If they hear someone whistling, they’ll take it as a signal to come here—[inaudible: end the—?]” I didn’t understand what he meant at all. I said, “Are you delusional? What is—? Here, at home? We have caretakers in the house, Dad is well-known, nothing will happen. Mom too, Mom is a muzungu, they won’t touch a muzungu.” It was my innocence speaking.",Interviewee,Tension
Very naive…,Interviewer,-
"Very naive. And what really confused me in this whole story, all this drama in Rwanda, was my uncle. I had an uncle, Robert Kajuga, he was the little brother—he was the youngest son in the family, my father’s little brother. And when he was starting out, all the young people knew him very well because he had a soccer team. He was well-known, he had many girlfriends, really very well-known to the young people in the country. And he was spotted by the President’s clan and the members of the [inaudible] party and he was offered to be the head of the interahamwe in Kigali. He ended up becoming their president. When it happened, I found it extraordinary. I thought, “It’s really—the family is protected, the family is this and that…” And that’s—it was—afterwards, after everything happened, so after 1994, that’s what troubled me the most. And it’s the reason why I wanted to do this interview—on the one hand, to explain my version and get it out—it’s like a burden for me and my family. And no, it’s something that I’ve never understood and that I will never understand because he no longer exists, he is dead. But being the president of the interahamwe—it’s as though he wanted us to die… And—when he came over to our house or when we passed him on the street he was very nice. He grew up—I grew up with him, by his side, and everything was going well until he became involved in politics. After that there was tension in the family. I remember, he was about to get married and my grandfather talked with the girl’s father, and there were accusations: “Oh, he’s an interahamwe,” and this, and that… In any case, this whole story is very disturbing, how he got involved in this. My dad was meeting with his [other] brothers to talk about that. No one understood his [uncle’s] choices. What was clear was that he liked money, he loved success, visibility, and that everything was offered to him. So it’s really—he jumped on it for the profit, to make—for money and success, but I think he was naïve about it, he didn’t see the boundaries, he didn’t see what the repercussions would be, so, really, he jumped on it for the profit, to make—for money or for the—for success. But I think he was naïve about it, he didn’t see the boundaries, he didn’t see the—what the consequences would be.",Interviewee,Tension
On his part.,Interviewer,-
"I hear a lot of people saying that his hands were tied during the genocide, that he’s saved some people but he’s killed others, so it remains—for me it will remain a mystery. And in a way, I think it’s better that he’s dead. I think it’s better because otherwise, it would have caused the destruction of the whole family. So that’s it. This is the part where I bring up my uncle, it’s also to address that confusion I lived with when I was young and that’s where—I also remember when Dad—when I asked him questions, I asked him—because I was thinking about my uncle, but also about my cousins ​​who were worried about being attacked, and I didn’t understand. One day I asked my dad, I said, “What is our ethnicity, in fact?” He laughed. My mother was right next to him, she didn’t say anything, and we just continued on with our day. Sam also asked, “Yes, what is our ethnicity? We are in the Liberal Party and they say that the people there are Tutsi. You’re saying that we have to put the small—” We had to wear the small medallion with Habyarimana’s, the President’s, picture on it. My dad would put it on when he was going to conferences. Sam said, “But sometimes you wear the small President’s medallion, so what are we, after all?” He said, “We are like everyone else, you know, we are Hutu.” And we never spoke about that again. And so I grew up thinking that. I continued on with my life, time passed. In my mind, I was Hutu. And it all made sense: my uncle was president of the interahamwe—that was confirmed and [my response] to my cousin who was worried was, “No, our family is protected, don’t worry, nothing will happen.” And so, with all these elements in place, the plane crashed in the night of April 6 and then, in the morning, my mom woke me up very early and said, “The President is dead.” And then—well, then we started hearing gunshots, and around 11–11:30 in the morning they were still announcing on the radio that we should stay inside our houses, remain calm, stay at home, stay inside. And then around noon, half past twelve—I remember, we were sitting at the table—that’s the image I have from that day, we were sitting at the table—like Jesus’ Last Supper. Dad was there, Mom, my cousin, another cousin was there too. It was as though we were going to have our last meal, everyone felt that, and I too ended up understanding that there was tension, something that I couldn’t grasp, couldn’t understand. No one spoke, no questions. We were hearing gun shots, but we were going to have a meal. I believe we ate a little bit. We hadn’t finished yet when we heard the doorbell ring and there were—grandfather was there too.",Interviewee,Tension
Maternal? Paternal!,Interviewer,-
"My paternal grandfather. He was there and—well, the zamu came in and said, “There are soldiers at the door, they say they want to talk to you.” My dad’s face turned white, he was like frozen. “Soldiers? What are they doing here? Why? Did they tell you why they are here and everything?” He said, “No, they want to speak to you. Come, they want to speak to you.” My grandfather said, “Well, if I talk to them, I might be able to send them away and explain that we don’t have—that there is nothing for them to do here.” He went downstairs, five minutes later he came back and said, “No, they want to come in. They say they want to search the house, to see—they had heard gun shots and are wondering if they weren’t fired from here or if—they want to search the house.” So, Mom said, “I’ll go with you.” With my grandfather. “Maybe if they see a muzungu, they’ll understand that—” So Mom went downstairs with grandpa and—the same thing. They came back up: “They say that either you go talk to them or they’re coming in.” So this game went on for about fifteen minutes and the more time passed, the more soldiers gathered at the door. They arrived with jeeps and the zamu alerted us each time: “Another jeep just arrived. They are numerous, they will break down the door.” There was even—the zamu had placed a tree trunk at the door to try to curb the—and so even our Hutu friends—they couldn’t do anything. They were trying to reason with the militiamen, they were saying, “Good people live in this house.”",Interviewee,No Tension
Trying to be peaceful…,Interviewer,-
"Peaceful. So, nothing was happening, and the zamu couldn’t do anything. Time went by. When we finally looked out the window, we saw that it was starting to—the door was starting to open. At that moment, I felt like invested with—nobody was moving and so I became a different person. I spoke up. I said, “If we stay here, we’re going to die, so we have to leave. We can exit from the kitchen.” I spoke up. I said, “If we stay here, we’re going to die, we have to leave.” I gathered everyone. I was 16-17 years old. I gathered everyone, I said, “Come, follow me.” I knew a small path behind the kitchen, which was leading to the neighbours’ house through a small door.",Interviewee,No Tension
You took a leadership role to save your family.,Interviewer,-
"I took over the “leadership” to save my family and I said, “Follow me.” Everyone was like frozen, no one moved. They followed me, we went behind a small cistern, behind the kitchen and—",Interviewee,No Tension
"At what time was this, was it noon?",Interviewer,-
"It was half past twelve, 1 o’clock, around that time—",Interviewee,No Tension
Which is not a good time to escape and to hide!,Interviewer,-
"That’s right, but I thought that maybe if we went to the other side, they wouldn’t find us there. Anyway, when you’re in the moment, you don’t think too much, you try to follow your instinct. So we left the house and we went behind the small cistern. From there, I glanced back, I saw the front gate and the soldiers coming in, I quickly looked back and I saw a barrage of soldiers going in and the door was—we had to go through an open area [in the garden], we had to cross maybe five meters to get to the gate that would take us to the neighbours’. So I thought, “If we go through there they will see us and they will shoot us. So I say we go back.” We went back to the house, because they already had—they were circling the house. I said, let’s go back inside, maybe nothing will happen to us. We tried to run away, but I think it would have been disastrous. So we went back into the house and we waited. The soldiers arrived, they circled the house, they came inside, we were all there gathered in a group. There were ten of us and they placed guards, […] arms in the air—so, they invaded the house completely, soldiers everywhere, they asked us to go out, to go on the terrace. We obeyed. And at that moment, an atmosphere of death reigned, a feeling that this was the end. Some things you just feel and you think to yourself “it’s over.” So there we were, on the terrace, waiting.",Interviewee,Tension
And this is happening on April 8 or 9?,Interviewer,-
This is happening on April 7.,Interviewee,No Tension
"The 7th, yes.",Interviewer,-
"One day after the attack. So we were all there, waiting. The soldiers were searching the house. One of them came out, I think he was a colonel or—I don’t remember, but he was the leader. He came out and told Dad to go inside and bring everything he had, whether it was money or—and to show him where he was hiding the weapons. He was talking to him in Kinyarwanda, of course, and in a violent way, he was pushing him: “Go, go, show me the weapons—and your money—bring out everything!” We were still gathered outside, on the terrace. I remember I took cover close to my mom, I asked her, “What’s going on? Why are they—? What are they going to do?” And she said, “Stay quiet! Stay calm. What is bound to happen will happen, but you are here with me.” Those were the last words she said to me. During that time Dad was inside, I didn’t know what was going on, where he was. I couldn’t see him, but I could hear the sounds of cupboards falling down, windows breaking—they were throwing everything on the ground, as if they were looking for something. The leader with whom Dad left came out of the house and he was discussing something with the other soldiers, he was talking to them. We couldn’t hear anything and that’s when I broke my silence. I walked towards him, I came close, but not too much, and I spoke to him, I said, “Ntambunda dufite, ntacyintu dufite, turi abantu beza, ntacyintu twakoze.” I tried to tell him that there was nothing, that we were pacifists, that we hadn’t done anything, that—and even if I didn’t understand the issue of why they were there, I understood that they were looking for something and that we were in a bad situation. The soldier standing right next to him and holding a rocket launcher turned towards me and pushed me back with it, with his rocket launcher. It took me—I really felt how hot it was and he pushed me back towards Mom and said, “Ceceka wambwa we!”—“Shut up!” So, I really—I burst into tears and took cover close to my mother who didn’t speak and just hugged me. Then the colonel, the leader who was talking with the others, he went back into the house and the soldiers told us, “Go to the garden and lie down on the ground on your stomachs, and do not say a word. We don’t want to hear a sound from you.” That’s when I thought that those were our last moments—what are we going to do? Should we run? Should we flee? Should we keep our hopes up—maybe they were only pretending? So many questions. I was wondering what—I’m sure the others were asking the same questions, except they knew why they were there, they knew very well what was going to happen while I didn’t know it yet. I said to Mom—I remember asking her, “And what about Sam? Sam and Catherine?” They were in Belgium, they had left to study there well before this took place, so they were in Belgium—I told her, “What—” I said, “Sam and Catherine?” She smiled and squeezed me in her arms. That’s when she told me these last words, “What’s bound to happen will happen, you’re here with me, everything will be all right!” We then went down to the garden, all ten of us, and lay on the ground. And I don’t know how—it was fate—I lay down in such a way that my mother was partly lying on top of me—we were lying on our stomachs—and she placed herself partly on top of me and she wrapped her arm around me as if to protect me from what could happen. So we were all lying on the ground and there was maybe—we heard the sounds of boots moving left and right, a lot of jostling, and then—there really were a lot of soldiers there, I don’t remember how many, but at least thirty for sure—and there was a hubbub that I can’t even describe, the house was so crowded—they were breaking the windows—and at one point, I heard the words—they were talking to each other—I heard, “Shoot! Shoot fast, fast!” And he said, “Aim at the heads, aim at the heads—in this way it’ll be done quickly and then we’ll go.” And then I heard shots, they were starting. They were shooting at us, one after the other. They were at a distance of two meters away, a little above us, at the level of the terrace, we were a little below and they were firing, but I didn’t see anything, because we had our heads to the ground and we couldn’t see anything. I could only hear the shots, I didn’t raise my head, they had forbidden us to look, and I said to myself, “If I get up or do anything like that, it’s over.” My mother still had her arm around me and was holding me tight, she didn’t speak, and they started to shoot at us, one shot at a time. I didn’t hear any groans, no noise. They were shooting, shooting. I thought I was hearing the shots coming closer and I could see, I could feel a head jerk. I could feel it was getting closer, it was getting closer… I could feel the heat. And then it hit my mother, I felt her body jerk, two-three times, I don’t remember how many, I think they shot at her three times and I didn’t hear any noise, she didn’t make any noise, “and now it’s my turn,” I said to myself, “it’s me, it’s my turn.” And I heard like a—the ground trembled, and I felt, close to my face, the sensation of heat, and then very close, between my legs, the ground trembled, my body was still tense, and then it continued on to the next person. It continued on, there were three more people, it passed on to them. It was like I was trying to feel the pain, as if I was trying to—I tried to move, to see where I was hurt, where it—I couldn’t feel anything. I thought, “Maybe I’m already dead.” And I thought that if this was death, maybe it wasn’t so bad, there was no pain. My hand was placed on my mother’s neck, I tried to wake her up, but they were still shooting. I tried to calm down a little. Then finally the shooting stopped, and I heard the sounds of boots. I heard the soldiers speaking: “Go get him too!” And then I heard my father’s voice, coming from somewhere, I could guess where he was standing, he was in front of us, looking at us… He said, “What have you done! Mwakoze iki? Huh! Oya, Mwakoze ibiki!” And then I heard, “Go! We jyenda nawe! Go, you go too.” Then I heard him quickly going down the stairs, trying to escape. He stepped in front of me, right near my head and, yes, I heard footsteps, he ran, and they shot him three or four times. I heard his breathing, the sound of his body falling to the ground, I felt his—I felt his despair, I felt his—I felt that he realized this was the end, I felt all that. He saw his family decimated, he then tried to meet his death head on, and he fell to the ground… I heard his body falling dawn. And that’s when I realized I was alive, that I wasn’t dead, that I was still there and that he had fallen. Then the soldiers, they—I think they were checking to see if we were dead, if anyone was still alive, but they didn’t examine too closely and they continued on their way. They said, “We have to go someplace else, we’ll leave now and we’ll come back.” They left. And while—at that time, I believe, the tension was so intense, that I fainted, I lost consciousness. Maybe ten minutes later, I was awakened by groans, cries from pain. The three zamus were injured. No, actually, two were still alive and one of them was dead. The two were crying out from pain. I also heard my grandfather who was groaning, but the others—silence. My mother was right next to me, but I didn’t dare lift my head. During the whole time, I kept my head to the ground and I had mud, dirt in my mouth, in my nose, my glasses were broken, so I couldn’t see much, and I didn’t breathe. I was breathing heavily, but I tried not to make any noise. I managed to turn my head to look at my mother: her eyes were closed and—she wasn’t moving. I tried to pinch her, I tried to make her move a little, but I saw no sign of life and no sign of suffering—her face was impassive, no blood… I raised my head a little, I saw my grandfather, he was wounded in the arm, his arm was completely—I don’t even know if it was an arm or—it was shredded. And the same thing with his thigh—and he was an old man. It was a horrific scene. I didn’t understand how he could still be alive. The caretakers too were seriously wounded, and were crying out from pain. And I saw that—I asked them if someone—if they can still see the militiamen, if they—I tried talking to them and they said, “No, they are gone!” That’s when I tried to sit up, I felt my body. My hand was a little injured, but I was alive and I had no—I wasn’t seriously hurt. So I tried to—again, I took the initiative; I thought to myself, “I am able to move, I will get them out of here.” I remembered that Dad had been on the phone, he was talking to—before the soldiers arrived, he was talking on the phone with—I didn’t know if he was a minister at the time, but anyway—he was talking to Justin Mugenzi.",Interviewee,Tension
"Mugenzi! He was the president of the Liberal Party, I believe.",Interviewer,-
"He was the president of the Liberal Party. I remember he was talking to him, so I said to my grandfather, “Dad was talking to Justin, he’s a minister, he can help us, he has soldiers to protect him. I’ve seen him surrounded by soldiers.” Which is more, he lived next door to us. So he [the grandfather] was able to speak, and he—he reached for—he managed to get his address book and gave me Justin’s number. He said, “That’s right, try calling him and tell him we’re wounded.” So I took the number, I ran inside the house, I got to the phone and I called him. His daughter answered, or one of the employees there did, I don’t know. I asked to speak to Justin, I told him very quickly, “We’re wounded, Dad is dead, there is no one left, grandfather is wounded—come quickly!” and I hung up. I went to the window, I didn’t dare going in the garden again, I stayed inside, and I thought, “I just spoke to him, he will come! He will come get us.” I barricaded myself inside the house, I shut the doors closed, I went into the kitchen—it was like I wanted to search the house completely for anyone that might still be there. I went to the kitchen, took a knife and I remember I ran around the house looking for someone who was maybe still there, who had stayed inside, and then I waited. I stationed myself in front of the window overlooking the entrance gate. I waited to see if anyone would come, and then—when—after maybe 10 or 15 minutes, I saw soldiers coming in again, and I recognized their faces. I thought to myself, “The same people are back.” And I thought, “But why are the same people back?” I thought about that for a few seconds, I didn’t understand why they came back—I had spoken with Justin—why hadn’t he come? And then I said to myself, “They’ll look for me and they won’t find me downstairs with the others. I have to hide.” I hid in the attic, it was very high up, but I found inexplicable strength and managed to climb. I hid there and waited. I was hiding in the attic and I was waiting… I could hear them walking around the house, looking for me. And then they stood in front of the bodies and started shooting, they were shooting at the bodies—they shot dead my grandfather, they shot dead the zamus and I think they even shot the others again because they were shooting so much. Then they shot the windows of the house, to make me come out. When they understood that I wasn’t going to come out, they didn’t try to go inside again, they left. They left, and I stayed in the attic, traumatized. I waited, I panicked, I didn’t know what to do. I think I stayed there, in the attic, for 30 minutes perhaps. I didn’t hear a sound except gunfire in the neighbourhood. And then, 30 minutes later, I heard the voice of one of my classmates, Gustave Mbonyumutwa, we studied together at the École belge, we were in the same class. I could hear him, he was talking to me, he said, “Kiko, it’s me, I came to get you. Come! Don’t be afraid.” I didn’t move. I didn’t understand why he was there, what was he doing there. He walked around the house and I could hear him speak with someone else, and then I noticed he was accompanied by a soldier—from the attic, I could hear what was going on in the house. He kept calling me, “Kiko, come out, don’t be afraid! You’re not risking anything.” Some minutes passed, I thought to myself, “If I stay here, I will certainly die, so I might as well go downstairs and be done with it. What good is my life now, anyway?” So, I went downstairs. I went downstairs and I saw him standing in front of the entrance and I spoke to him, I said, “Are you sure that nothing will happen to me? Are you sure that—why is there a soldier here, with you? What will he do to me?” He said, “No, he’s here for our safety, I’m going to take you to my house uptown”—they lived a little further up, in Kicukiro. He said, “I’m going to take you home, you’ll be safe.” He said, “I know what happened, you’ll come home with me.” Well, I said—I opened the door, I went outside and nothing happened. He said, “Follow me, the soldier will walk behind us, he will act as if he had found us and he’s taking us somewhere to—” So, we left the house. I remember I quickly took with me one jacket and a few small items, documents, I think, my identity papers. And then I left with him. We walked up the road to his house and we passed by groups of men in the street, the soldiers were everywhere. He took me to Matayo Ngirumpatse’s house—the houses were—Mbonyumutwa [inaudible]. It was—they lived next door to each other, and our house was not too far either. And since we knew each other a little bit—my mother knew Mathieu’s [Matayo?] wife—so I thought that—and Mathieu’s daughter was also at the École belge, like me—so I felt reassured, I felt a little bit safe, except when we got there, there were tanks, plenty of soldiers and—but at least I recognized the faces of people I knew from school. I stayed there. When I entered the house, I saw a whole bunch of people that I didn’t know, men that I hadn’t met yet, but Gustave’s dad, Shingiro Mbonyumutwa, was also there, he came up to me, shook my hand and said, “My condolences.” I remember those were his first words to me. He said, “My condolences.” So he was already aware of everything that had happened—but why is he telling me that? He knew that my parents were dead. In any case, it was a—I felt—I was shaken, in a state of shock. But nothing happened in that house, he even treated my wound. I was wounded here [shows his wrist] and they treated me, they gave me food, and an hour or two later Rose, Matthew’s wife who knew my family, handed me the phone and said, “It’s your brother in Belgium, he wants to talk to you.” I said, “You called him already? What am I going to tell him?” She said, “Tell him what happened.” So I took the phone, and—Sam was on the other end of the line and he said, “Are you okay? What are you doing there? Is everything all right?” I didn’t know what to say, I was searching for my words, and then I think I told him, “Our parents are dead.” Then I think I heard the sound of a person collapsing, I don’t know, a noise… Later, I learned that he had to sit down from the shock, he was a little—and then he asked me to repeat, “What?” “Our parents are dead, and I’m wounded, and I’m here, but—” Just pronouncing the words “our parents are dead” was already the—I had said everything. I don’t think we talked about anything else. I handed the phone back to Rose and she hung up or she spoke to him—I don’t remember anymore… I stayed there that night. I slept there. The next day, they had to take me to the—I think they contacted the Belgians or they called UNAMIR [United Nations Assistance Mission in Rwanda], but I think no one was able to come to the house because of the gunfire and all that. I think the gunfire was getting closer and—we had to move, we had to leave the house because they themselves were no longer safe. So I followed everyone, the whole group that fled Matayo’s house where we were; there were other people there, many, many other people, refugees. We left in a single file and we went downtown, we went past the house where I lived. I asked that we stop there so that I could go in and get some things that I wanted to take with me. There was also something that was bothering me: the dead bodies were in the garden and it had rained; I said to myself, “Can we cover them with something?” So even at 17 years old I thought—I already had that—like I had a mission: I had to cover them. I went back to the house and I went inside, I got my father’s passports, some important documents, identity papers, and then we covered the bodies quickly because we had to hurry up, the gunfire was approaching, and it was very dangerous at that point. I went back in the car and then the whole row of vehicles left. We drove through the city centre, we drove to what was at the time the Hôtel des Diplomates, and everyone—it was like a refugee camp, everyone was there. It was full of people. A lot of people. But I was alone, and I don’t know who called the United Nations, the Belgian army. All I know is that a Belgian army jeep was waiting for me and I got in. And while I was walking in corridors of the Hôtel des Diplomates, going towards the Jeep, I ran into Justin Mugenzi. I remember that we walked past each other, he looked at me, he looked at me, we walked past each other, then he turned away. We did not speak. But the expression on his face was like saying, “What are you doing here?” Or, “How come you are here, what is—” No explanation about what had happened. In short, I found myself in the Belgian army jeep and they brought me to the Belgian refugee camp. A small improvised camp for the families of the Belgians was set up in front of the École belge. There, yes, I found a younger cousin who was—whose father was Belgian too, so we reunited there. And from then on I was alone with my little cousin. I think we slept there one more night. So I stayed for two nights after the 7th, so on the 9th, all the Belgians—I ended up with the Belgians, the foreigners—and all the French who were there too—we left in a military convoy with the French army towards the airport and we took the back roads, we didn’t take the main roads, the main streets, but we ended up reaching the airport. And then we left. I arrived in Belgium and—once there, well, I met with my brother and sister at the airport. Yes, that’s about it… Anyway.",Interviewee,Tension
"I am very moved by your story—all that you have lived through, all that you have endured, and this testimony that you are sharing with me 15 years after it happened. I offer you my condolences, my sympathies and I also would like to thank you for your generosity that—this testominy that you are giving to the [inaudible: entire?] community, to everyone, to the people who will watch this video and hear your words. And through this testimony the people who deny the genocide or the people who believe in the words of negationists—because there are some who speak nonsense—so the people who will hear you, the people who will see you can know the truth. Every story is unique and yours is so well articulated. Once again, all my sympathies. And also the courage you’ve had at such a young age to live through such atrocities and to see your whole family—your mother who protected you, she was a good mother until the end, her reaction that ultimately saved you, to protect you, to cover you…",Interviewer,-
"Yes, that’s what I remember from this moment—she really protected me. It was my mother who—she was like a shield and maybe she did it unconsciously, but it saved my life, because all of the bullets hit her and none reached me. She really gave her life for me, and it’s unbelievable… Truly unbelievable.",Interviewee,No Tension
"After a testimony like the one you just shared with me, it’s as if the meaning of the questions that follow—I don’t feel comfortable, so to say, to ask the remaining questions. It’s so moving, of course, to hear a story like that and at the same time, after hearing such an emotional testimony, I feel uncomfortable bringing us back to these questions, some of which are rather technical: What was your life like afterwards? What did you study? I would like to take a short break. [Speaking to the other interviewer] You have to leave at 4:30 pm? A.M.: Yes.  I don’t know if you have anything to add? A.M.: I think that when he was telling his story [inaudible] several questions and at the same time, the depth of emotion—we can’t really go back to some of the questions, which may be a little too—I think [inaudible]",Interviewer,-
And then we will resume?,Interviewee,No Tension
"When you have time, maybe at another date, we can schedule another meeting. E.H. Yes.",Interviewer,-
What are the rest of the questions like? It’s—,Interviewee,Tension
"The rest of the questions are— A.M.: You already answered them a little bit.  Yes, yes. A.M.: It was, uh—[inaudible] you moved away after the genocide. The people who helped you. Whether you felt—you know, the people who uplifted you or made you feel inferior, the people who abused their power—you already told us a little bit about that—the people who would shove you and would call out “Ceceka ahongaho!” to you. You know, things like that, which made—which showed—they answered some of the questions. Your friends who intervened, the people who protected you [inaudible] after. I think that answers that part. The other part is about what you [inaudible] a year? Where were you staying in Belgium when you arrived there?",Interviewer,-
"Ah yes, yes, yes. The time it took me to put things in perspective.",Interviewee,No Tension
"And then there are all the other questions about your integration here in Montreal, about how you arrived in Canada, the time from your arrival until now—and for that, indeed, I think we can find another moment.",Interviewer,-
Okay.,Interviewee,No Tension
We could meet at another time. A.M.: We can talk about your arrival in Belgium.,Interviewer,-
Yes.,Interviewee,No Tension
And about how you were received there.,Interviewer,-
Okay.,Interviewee,No Tension
"When you arrived at the airport, were your brother and your sister there to meet you?",Interviewer,-
"Are we continuing the interview now? Okay. Uh, well, when I arrived at the airport in Brussels my brother and my sister were there, along with some friends, and—it was quite emotional, we burst into tears, I threw myself into my brother’s arms, into my sister’s arms. A team of psychologists was also there to help the people who needed care, but I have always refused—I don’t—I have always refused the help of psychologists, I don’t know why. I’ve always wanted to heal by myself, but—maybe because I simply didn’t feel sick. There was this one psychologist who came up to me many times, and she would always say, “Frédéric, come to see me!” Sometimes I went to her house and her children were around, she made me feel comfortable. She would say, “You can talk to me if you want to.” But every time I would start to talk, I would stop. I didn’t find it was something I needed. Maybe I should have done it, I don’t know, but it’s—I didn’t like talking about what had happened, I didn’t like telling my story. [pause] And my family too, my aunts—I have family—my mother’s sisters were in Belgium and one of my aunts, Mary Jane, was telling me, “Really, if you need to talk, we are here for you, we can help you.” I received support in Belgium, but every time [I was about to talk] I wasn’t too—I was a little reluctant, I didn’t like to speak, I kept things inside. Even to my brother, I didn’t always talk to him about what had happened, and every time I did speak about it, I would think of another detail to add, and they were all interested and would say, “Ah…, but you didn’t tell us this before.” And—",Interviewee,Tension
"Another very strong feature of your character—already, as the events were occurring, you showed the drive to take initiative to save your family. All this courage, all this inner strength that you’ve always had, what helps you—to the present day, with all that you have been through and that you have experienced, many people [in your position] would ask for help from a psychologist or a psychiatrist, or their social network, but you—where does this force come from, this captain’s resolve, this energy?",Interviewer,-
"I don’t—in any case, I feel like I’m a bit like my mother who experienced hardship in her life, but who always hid her suffering. I never saw my parents suffer, really: they have always hidden their pain, so maybe—my mother more so than my father, because my mother had to face many challenges: the fact of having returned—having left her family, her arrival in Africa, her integration in Rwanda, she had gone through many stages and she was a woman with the spirit of a fighter, very driven. Maybe I drew my strength from her. And especially the fact that she gave her life for me, I have the feeling that I have internalized that, I have her strength, she infused something in me, and often when I have problems, when I don’t feel well, I think of her, and it’s like she is talking to me, saying, “It will be okay, persevere, it will be okay, keep going, we’re here.” I feel her support in this way.",Interviewee,Tension
"Indeed, your mother must have had an extraordinary strength of character. I have met many expatriates in Rwanda, people from France, Belgium, Canada, but I have rarely seen—maybe with the exception of one or two people—I have rarely seen a foreigner living in Rwanda and speaking the Rwandan language as your mother did. In fact, I knew only one person, a Canadian, who was also proficient in the Rwandan language. To achieve this, it requires, first, loving the people you live with, respecting them, and having a strong motivation. You know well, it’s not an easy language, so it’s an act of generosity. I would really like to extend my admiration to the kind of mother you’ve had, whom I find an extraordinary woman.",Interviewer,-
"Yes, for sure, that’s how I remember her. It’s very inspiring. Yes, yes.",Interviewee,No Tension
"Is this protection from the [inaudible: mom?] that left you—especially the fact that you survived, you’ve had a near death experience—did you turn to spirituality or [inaudible] something like that? Was there something in this experience that has awakened you spiritually [inaudible]?",Interviewer,-
"That’s a good question. I’ve often thought about it. I’ve tried to find explanation within the Protestant religion, I was going to both churches, to the place of worship and to the church, I always—I grew up with the Sunday Mass, which wasn’t always easy, we didn’t always want to go, but I come from a religious family, on both sides. I try to tell myself that—well, it’s true that God—God—ultimately, that’s a big question, it’s quite, uh—but I don’t think religion can provide answers for everything—not for everything. I’ve often asked myself the question: “Uhm, what is this message for? Is this my calling, a mission that I have to accomplish?” I haven’t found the answer yet. Sometimes when I pray, or when I’m praying with someone else, it feels good. But I haven’t found the answer yet as to why I am still alive or what really happened. I’m still asking these questions. I think about that a lot.",Interviewee,Tension
Isn’t your father’s name Umugwaneza?,Interviewer,-
Yes.,Interviewee,No Tension
His name is Umugwaneza?,Interviewer,-
"Yes, yes.",Interviewee,No Tension
"Did you ever ask him why his father gave him that name—it’s a beautiful name, Umugwaneza?",Interviewer,-
"Yes, yes, it is.",Interviewee,No Tension
"And it suits you very well, it’s an extraordinary name, I think. A.M.: [inaudible]",Interviewer,-
"Umugwaneza—well, I often wondered, “Huh, what does it mean?” The answer that comes to my mind is, “Ah…! I am at the right place at the right time!” [laughter] I remember that I asked my dad this question once, or maybe I asked someone else, I said, “Does it mean that your timing is right or that you were born lucky or that you are—?” He laughed; he said, “No, it’s—” It’s only afterwards that I understood the meaning.",Interviewee,Tension
And what did he say it meant?,Interviewer,-
"He said that it meant someone who brings goodness to others, who helps others. Someone who is interested in people, who addresses the concerns of others. I don’t know if that’s the real meaning, but that’s what he told me.",Interviewee,Tension
"It means someone with a good character, someone who is open-minded. When we say that someone is umugwaneza, it means someone who is always accommodating, who is always kind, who is decent, who is always generous with everybody.",Interviewer,-
"That’s really how he was. [part of the recording is missing]  —to exhume the bodies from the house—they were buried in the garden of the house—and the family—we didn’t talk about this uncle. We don’t talk about that. It has become a taboo subject. He died in Congo, in Kinshasa, and that’s all I know. He died and we don’t talk about that anymore. But when we exhumed the bodies and had a burial ceremony at the Memorial, one person raised the question and said, “You are forgetting your son, you don’t talk about him! It’s like ‘He’s dead, we buried him, it’s over and—’.” It’s true that he existed, that he did what he did, and for a long time, this was a big question for me. I wondered what made him do that. And to my grandmother, who is still alive, this causes a great deal of suffering. Sometimes when people see her, well, they avoid the subject. I think we must clarify, we must talk about it, because keeping this story silent doesn’t allow us to move forward and to solve the problem. And—",Interviewee,No Tension
And it shows the extent to which this regime turned people into victims—because your uncle is a good example of a victim of the Habyarimana regime.,Interviewer,-
